Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
64	-151.30624	37.57282	-89.64702	-279.05383	79.0	-60.638405	32.707397	3.9551563	-115.62273	650000	-4.967054e-09	484.14575	-0.015262122	-79.89059	0.34178415	0.0077670184	0.07312925	79.0	293.6084990501404
65	-148.215	37.91524	-75.23876	-263.34006	79.0	-62.94778	32.565376	3.4370303	-115.871445	660000	7.450581e-09	529.9121	-0.015556093	-97.68082	0.32599092	0.010142005	0.08603442	79.0	297.65260076522827
66	-146.0291	39.60151	-82.02997	-287.51355	79.0	-61.95173	31.427645	15.738735	-115.27342	670000	-6.208817e-09	523.35394	-0.015593637	-122.74204	0.33719912	0.010200058	0.07322929	79.0	301.60830187797546
67	-140.98831	40.484848	-84.73242	-271.4159	79.0	-59.506104	30.781067	8.344819	-114.75063	680000	-7.450581e-09	570.4409	-0.014532778	-133.23924	0.33137098	0.0066194586	0.07082833	79.0	305.38562631607056
68	-143.85187	40.27492	-76.420975	-292.02017	79.0	-61.269287	31.26201	1.1797831	-115.77014	690000	-1.8626451e-08	580.29706	-0.016108626	-144.19125	0.3203532	0.008580081	0.08733493	79.0	310.0397469997406
69	-147.58432	40.488342	-87.03959	-327.4866	79.0	-59.948456	30.8248	2.4498963	-115.33277	700000	-1.2417634e-08	589.15497	-0.016134387	-115.803406	0.33375344	0.009675851	0.08653461	79.0	313.9080193042755
70	-146.26385	43.014053	-82.09262	-296.559	79.0	-61.61093	32.36933	15.0202055	-115.58405	710000	2.9802322e-08	579.3857	-0.016441636	-125.30392	0.32986927	0.009054613	0.087735094	79.0	319.1169674396515
71	-148.11844	39.969944	-81.6513	-311.87466	79.0	-60.75958	31.803236	8.165368	-115.98039	720000	-7.450581e-09	564.3773	-0.01515058	-135.8728	0.32807788	0.010484579	0.08113245	79.0	324.37623357772827
72	-146.48395	38.495384	-78.81574	-295.94266	79.0	-62.639393	31.604958	0.7326026	-115.85386	730000	-9.934108e-09	506.6748	-0.016053434	-103.66498	0.32882687	0.008621904	0.083533406	79.0	328.5262014865875
73	-146.00227	48.504177	-67.839584	-312.41925	79.0	-61.422646	31.546001	0.8640913	-115.75416	740000	6.2088173e-10	729.1919	-0.017151454	-161.28307	0.33271375	0.009582085	0.09343737	79.0	333.48843359947205
74	-147.18654	37.322487	-75.308685	-260.92352	79.0	-61.481293	31.316616	0.8733909	-116.367195	750000	9.934108e-09	504.71616	-0.01693924	-115.11558	0.3305919	0.0075313947	0.078431375	79.0	337.2076585292816
75	-142.41017	43.04488	-70.593765	-298.61517	79.0	-62.082844	31.949541	2.9191666	-115.54915	760000	-7.450581e-09	663.6595	-0.016531665	-159.3748	0.32314304	0.009181474	0.08293317	79.0	341.11613965034485
76	-138.62543	35.382347	-69.42499	-259.6469	79.0	-59.467243	31.650682	10.077578	-115.690414	770000	8.692344e-09	471.06873	-0.016037287	-113.015015	0.30968845	0.01242948	0.09093637	79.0	346.06763768196106
77	-138.65327	40.19329	-67.41919	-329.21762	79.0	-58.19668	30.240234	1.5514368	-107.56463	780000	1.2417634e-08	508.78482	-0.015927644	-117.86289	0.33123794	0.007817463	0.087735094	79.0	351.5510365962982
78	-136.70935	37.706604	-68.05953	-282.3199	79.0	-58.11828	30.516714	1.0950007	-115.77994	790000	-1.2417635e-09	488.6429	-0.016833903	-90.011665	0.33854702	0.010999429	0.08863545	79.0	356.0801730155945
79	-138.07199	39.615	-77.105835	-259.79993	79.0	-58.27624	29.30801	25.53309	-116.17184	800000	-2.2351742e-08	533.0937	-0.015592878	-90.16569	0.33577624	0.00868238	0.08083233	79.0	360.6392161846161
80	-140.63675	38.72368	-71.70791	-276.36444	79.0	-58.03267	30.576288	11.871434	-113.9936	810000	-9.934108e-09	527.29456	-0.016179629	-111.69309	0.34234938	0.00879557	0.089835934	79.0	365.6355609893799
81	-136.11533	40.289898	-68.70019	-286.79913	79.0	-58.13768	30.051346	5.3167686	-114.09216	820000	3.7252903e-09	549.5695	-0.014720741	-126.82725	0.3435565	0.006150914	0.0697279	79.0	369.85873770713806
82	-139.03735	37.170387	-77.51678	-248.41817	79.0	-60.270206	29.945152	6.666969	-115.13596	830000	0.0	493.63077	-0.015381209	-119.043396	0.3222671	0.00705146	0.071728684	79.0	375.51207852363586
83	-141.08272	43.986847	-74.045334	-342.49402	79.0	-59.26891	30.001902	7.9325705	-113.54235	840000	-9.934108e-09	622.974	-0.014251093	-122.72109	0.3210077	0.0068353484	0.07152861	79.0	380.1839315891266
84	-140.12776	39.520477	-79.03763	-255.39923	79.0	-59.41214	30.275791	4.3355556	-114.79053	850000	0.0	525.531	-0.01650207	-129.86044	0.32639238	0.005265489	0.08323329	79.0	384.1350619792938
85	-140.12753	43.782547	-67.59064	-340.94608	79.0	-58.142246	30.07764	0.8808863	-114.39844	860000	-9.934108e-09	593.26	-0.015954152	-115.31787	0.33621916	0.010916944	0.08143257	79.0	388.5526194572449
86	-137.35622	37.141125	-73.45901	-253.78152	79.0	-57.865314	30.29117	2.887641	-112.830864	870000	6.208817e-09	424.32297	-0.016244376	-73.85461	0.3307194	0.008415844	0.09563825	79.0	393.2987804412842
87	-140.89983	38.230564	-69.39949	-248.06715	79.0	-57.4849	30.249575	6.435071	-113.34545	880000	-1.2417635e-09	502.67212	-0.015632113	-99.22309	0.34576562	0.006917968	0.08253301	79.0	397.60232162475586
88	-138.83069	31.892653	-77.66306	-235.671	79.0	-60.20886	32.114353	6.185155	-113.685074	890000	-1.7384687e-08	419.6027	-0.014385503	-112.324585	0.33055818	0.008820532	0.07192877	79.0	401.8538248538971
89	-138.5093	40.22228	-63.059082	-272.07718	79.0	-57.34899	30.011711	0.5114039	-114.10379	900000	2.483527e-09	581.7159	-0.017086852	-107.23248	0.32133904	0.009402732	0.09283713	79.0	406.35092401504517
90	-139.87411	39.079414	-56.09066	-280.34067	79.0	-58.310062	29.964777	5.6493387	-112.00141	910000	4.967054e-09	539.1387	-0.015797617	-96.092445	0.33264866	0.008035085	0.08323329	79.0	410.4547293186188
91	-132.01283	32.499023	-73.49371	-241.37814	79.0	-58.002464	30.090523	2.3498979	-113.28486	920000	0.0	394.86362	-0.017806714	-72.138405	0.33566698	0.009265713	0.088335335	79.0	414.2114417552948
92	-132.45146	31.830801	-74.59404	-239.56456	79.0	-54.722637	28.468538	6.5055866	-102.64088	930000	1.4901161e-08	390.34854	-0.015729109	-72.91323	0.33053562	0.007879357	0.082032815	79.0	418.37245893478394
93	-134.13335	40.927658	-77.83908	-282.47403	79.0	-54.046394	29.07909	8.624425	-112.75362	940000	7.450581e-09	538.1214	-0.014673191	-111.96313	0.32593018	0.0057096705	0.073629454	79.0	422.1789221763611
94	-134.79654	38.545586	-70.894905	-309.83292	79.0	-54.328342	29.952585	4.5713744	-112.46854	950000	-3.1044085e-09	545.8876	-0.016178932	-97.50407	0.33276626	0.008267342	0.09143657	79.0	427.4842665195465
95	-135.3483	42.08293	-61.446976	-310.86255	79.0	-58.36207	29.399197	5.293248	-113.8971	960000	7.450581e-09	604.01733	-0.015640916	-121.83817	0.32244316	0.0070245806	0.07793117	79.0	432.43386816978455
96	-132.02716	37.976204	-65.38058	-257.11407	79.0	-56.564438	29.782114	7.28135	-110.858154	970000	-6.208817e-09	510.55432	-0.017039318	-91.74886	0.32009402	0.010961298	0.08853542	79.0	437.8266546726227
97	-129.13692	35.62614	-75.560585	-257.9877	79.0	-56.015636	27.663668	21.483444	-111.0295	980000	1.7384687e-08	452.54	-0.017278947	-83.89755	0.3206829	0.011547851	0.08643457	79.0	442.6330189704895
98	-131.97693	41.10838	-64.23263	-312.17383	79.0	-54.969505	27.739946	2.0420887	-108.763245	990000	2.8560558e-08	521.4502	-0.016428228	-68.734276	0.3160343	0.009132487	0.07763105	79.0	446.6160581111908
99	-125.86791	31.333729	-64.250534	-205.01027	79.0	-55.635616	28.982353	2.5671253	-110.83719	1000000	-9.934108e-09	377.15463	-0.016218802	-73.035576	0.32263485	0.010694514	0.08713486	79.0	451.1549608707428
100	-133.14742	37.486023	-73.14928	-238.4785	79.0	-52.02398	27.313707	2.4179845	-105.87729	1010000	4.967054e-09	493.0485	-0.015726713	-102.434906	0.31662494	0.009607702	0.08603442	79.0	455.71954011917114
101	-131.27061	38.47655	-72.97096	-246.42325	79.0	-55.184692	29.389061	2.888948	-111.16868	1020000	-9.934108e-09	522.5542	-0.016343893	-100.97805	0.31388485	0.010989063	0.091136456	79.0	460.7164731025696
102	-139.66568	37.899265	-76.31408	-249.92896	79.0	-55.756203	29.661175	10.817493	-110.66714	1030000	-1.2417635e-09	503.28247	-0.015941208	-91.119316	0.32146442	0.010900506	0.0852341	79.0	464.47457337379456
103	-136.80087	39.753227	-64.720634	-286.73767	79.0	-57.705715	30.749321	7.8145456	-112.709755	1040000	-4.967054e-09	534.5625	-0.014400537	-102.80801	0.32128772	0.006729225	0.06952781	79.0	468.56354308128357
104	-134.25397	37.087864	-73.55131	-272.49783	79.0	-56.22619	29.71664	2.3751118	-114.1603	1050000	-9.934108e-09	541.98505	-0.017571403	-101.64697	0.3163375	0.0130462395	0.09293717	79.0	473.0803418159485
105	-129.6733	37.370422	-61.804832	-246.12102	79.0	-57.120537	29.39862	0.5120076	-112.09883	1060000	-9.934108e-09	456.9882	-0.016008431	-99.17981	0.3396541	0.009399612	0.088435374	79.0	477.13986897468567
106	-125.08846	36.85277	-63.67195	-319.80392	79.0	-53.450455	27.662685	6.084308	-113.594696	1070000	7.450581e-09	528.89325	-0.016608182	-124.694824	0.33141235	0.0057060183	0.08313326	79.0	481.2937421798706
107	-131.19762	37.667877	-56.722813	-269.70117	79.0	-52.96195	27.644903	9.487333	-113.443474	1080000	7.450581e-09	466.83286	-0.016675502	-84.256454	0.32993641	0.008024655	0.091936775	79.0	487.05292320251465
108	-134.88045	37.25411	-71.10111	-229.81346	79.0	-54.718426	28.519073	2.9036224	-113.88044	1090000	-9.934108e-09	487.48642	-0.016006423	-102.31139	0.33630562	0.009714535	0.079831935	79.0	491.6350374221802
109	-130.63947	42.68994	-63.516815	-330.11075	79.0	-55.245922	28.779646	1.1298018	-115.33297	1100000	4.967054e-09	534.04083	-0.016477777	-116.10727	0.33438239	0.010385084	0.091236494	79.0	496.845267534256
110	-132.79877	39.3349	-65.992294	-256.28787	79.0	-53.30039	28.836292	5.6854167	-119.63134	1110000	1.3659398e-08	572.9993	-0.015779456	-145.22832	0.32592472	0.00965766	0.07653061	79.0	502.9736819267273
111	-133.15811	39.86923	-65.01213	-290.08826	79.0	-55.645958	30.343628	3.6446981	-115.3687	1120000	9.934108e-09	553.1041	-0.017390175	-135.434	0.32047912	0.009262305	0.09243697	79.0	507.62281560897827
112	-131.9006	41.965862	-62.504715	-248.38016	79.0	-55.193398	28.324894	8.843997	-116.41166	1130000	2.483527e-09	614.18475	-0.01793951	-133.93591	0.32153067	0.009325677	0.08443377	79.0	511.75180983543396
113	-135.7818	41.239277	-61.699333	-288.21982	79.0	-55.678215	28.486145	31.590675	-114.458755	1140000	3.1044085e-08	603.8201	-0.017907133	-132.13509	0.3277516	0.008884319	0.09563825	79.0	516.0413627624512
114	-131.4766	37.250713	-61.229977	-247.14842	79.0	-56.596737	29.7011	2.3688965	-113.74384	1150000	2.483527e-09	485.74792	-0.016913023	-96.18622	0.3266814	0.010711352	0.09573829	79.0	521.0326533317566
115	-134.23335	37.881134	-72.04775	-248.00533	79.0	-54.06563	29.460064	8.929998	-112.66732	1160000	-6.208817e-09	496.5928	-0.017644307	-105.07977	0.32852378	0.008801027	0.086134456	79.0	524.8649384975433
116	-132.62091	39.66684	-73.46099	-247.23935	79.0	-55.985195	29.590527	0.10777724	-112.54411	1170000	-6.208817e-09	558.6583	-0.016265212	-72.40797	0.31955114	0.0070338235	0.08713486	79.0	530.3960983753204
117	-131.28429	41.981956	-67.998085	-295.33948	79.0	-55.31436	29.686737	4.438424	-113.145775	1180000	4.967054e-09	529.21436	-0.016639868	-90.62014	0.31852522	0.009219534	0.08983594	79.0	535.4857835769653
118	-130.05376	36.393154	-65.23503	-241.36554	79.0	-53.79877	28.698013	0.7697387	-114.17693	1190000	-1.2417634e-08	442.72852	-0.016900502	-95.606544	0.3192557	0.012931734	0.08653462	79.0	539.2145771980286
119	-128.02464	38.59888	-69.97354	-279.73334	79.0	-53.41665	29.268955	12.830759	-119.69414	1200000	-1.2417634e-08	617.75507	-0.016471995	-134.62617	0.32065615	0.00851651	0.079931974	79.0	543.41548371315
120	-122.71632	35.11868	-67.305115	-227.39793	79.0	-55.121887	27.683062	-1.1245711	-106.24712	1210000	0.0	452.65366	-0.0159427	-98.57836	0.31563258	0.009830764	0.08353341	79.0	548.8743629455566
121	-128.98997	40.373104	-52.962715	-266.39966	79.0	-50.34497	26.98207	0.4476143	-102.86276	1220000	2.1109978e-08	578.95966	-0.017817881	-111.12022	0.32859048	0.008423424	0.08943578	79.0	553.4963965415955
122	-124.33654	35.86586	-62.890602	-244.68445	79.0	-54.06767	28.547056	9.625659	-104.79959	1230000	0.0	474.41446	-0.017519744	-104.35714	0.31581163	0.009423682	0.083333336	79.0	557.6791903972626
