Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
60	-397.93002	65.12276	-248.65085	-609.8274	79.0	-151.22966	69.96478	7.923297	-216.89438	610000	0.00020775199	2301.792	-0.00031212159	-430.40213	0.89848447	-0.00013232909	531.2809176445007
61	-398.69437	64.24993	-259.20874	-606.57526	79.0	-153.86577	69.66715	4.2615385	-218.79062	620000	0.0043107383	2176.184	-0.00042114407	-345.9158	0.8805765	2.260047e-05	539.6524317264557
62	-405.35834	61.8273	-246.89388	-568.7967	79.0	-152.98383	70.14893	8.813473	-220.65865	630000	0.015547718	2099.376	-0.000160545	-335.38492	0.8885702	0.00013278115	547.925045967102
63	-406.07233	68.443726	-250.04681	-659.6748	79.0	-157.90489	70.531265	17.793715	-222.71704	640000	-0.019548781	2284.7612	-0.00066621596	-342.69928	0.88702023	-0.00013225747	556.1903538703918
64	-408.9842	59.510532	-248.97849	-566.8582	79.0	-158.17703	71.91684	7.0841584	-224.86186	650000	0.0016725026	1858.5022	-0.0005212161	-299.13483	0.87225014	3.5640034e-05	564.7889704704285
65	-409.31427	70.63093	-200.88614	-579.9159	79.0	-160.04608	72.171616	3.5875545	-226.94557	660000	-0.0010473763	2351.331	-0.00034452067	-344.94183	0.8576304	-8.472796e-05	573.1586713790894
66	-393.96808	64.03398	-228.03514	-553.2988	79.0	-159.90956	72.54941	9.656821	-229.0254	670000	0.012548521	1738.8232	-0.00049685413	-355.6456	0.85650265	0.00012829722	582.2431366443634
67	-400.27866	66.781425	-266.2938	-590.05286	79.0	-155.92178	72.941956	6.5233974	-230.61317	680000	0.006535895	2057.3435	-0.00040373486	-439.624	0.85370505	-0.00030691276	591.50421667099
68	-398.42487	68.26714	-221.48698	-554.88165	79.0	-161.64713	74.50622	12.037835	-232.43018	690000	0.00705396	1910.0983	-0.0003483761	-350.18875	0.851902	0.00026969955	600.1987838745117
69	-401.57925	60.67043	-282.13208	-595.2468	79.0	-160.2266	73.4665	4.509039	-234.13174	700000	0.012743572	1726.8235	-0.00023975107	-301.11987	0.8346081	0.00015640735	608.4200088977814
70	-390.90564	67.81326	-233.53998	-565.1177	79.0	-163.03413	74.799355	4.779237	-235.8175	710000	0.016844168	1827.3032	-0.00015339535	-320.30478	0.8243698	4.273991e-05	616.6346497535706
71	-399.96683	61.348965	-265.3792	-591.85645	79.0	-157.5793	75.55349	2.0261166	-237.10786	720000	0.011176296	1591.5309	-0.00049815234	-284.2602	0.82603925	0.00022349478	625.8695404529572
72	-396.2655	67.71293	-225.93906	-594.3219	79.0	-160.23093	75.25718	13.977362	-238.65143	730000	0.0032088105	1766.5664	-0.00053134793	-281.92252	0.82376033	0.00029334502	633.9784479141235
73	-386.3598	70.99515	-245.24545	-608.2683	79.0	-159.283	76.21666	6.5329123	-240.09015	740000	0.00025280938	1592.4607	-0.00024124235	-272.4293	0.8332278	1.6621969e-05	643.1514217853546
74	-402.2209	61.242664	-279.71814	-577.52435	79.0	-158.6103	75.296616	14.911112	-241.21335	750000	-0.007763684	1599.0754	-0.0003871834	-326.52893	0.8307465	3.1321946e-05	651.28937292099
75	-387.91968	56.502308	-268.88504	-628.2098	79.0	-160.51646	77.107735	11.688499	-242.73203	760000	0.0073830746	1353.9839	-0.0003453251	-310.7526	0.8411368	6.753586e-05	659.5275106430054
76	-393.35526	65.26186	-227.73036	-594.72107	79.0	-158.32755	76.79347	11.053495	-243.88992	770000	-0.0024164263	1561.7227	-0.0003476967	-282.89536	0.81996566	-0.00013711194	668.5359199047089
77	-391.09753	66.65943	-208.47897	-544.2093	79.0	-158.9442	78.18038	11.848712	-245.11424	780000	0.0067677386	1651.0894	-0.00025395	-282.51703	0.82198626	-6.0201673e-06	676.9955773353577
78	-392.75418	66.258865	-237.6447	-576.5901	79.0	-159.50764	78.23877	11.639326	-246.27196	790000	-0.008660171	1584.2234	-0.00028869603	-285.6181	0.8198235	0.000152228	685.2783143520355
79	-388.20413	67.5898	-237.64357	-576.6408	79.0	-161.29663	77.15448	6.092603	-247.56618	800000	-0.0029834202	1695.1829	-0.00041305553	-384.6889	0.814186	0.00013097032	693.3845057487488
80	-399.9765	67.62364	-263.17975	-590.62335	79.0	-160.95732	78.613594	13.682147	-248.6024	810000	-0.006461259	1816.7458	-0.0003356468	-365.2827	0.8029807	2.1674496e-06	702.5271005630493
81	-393.93338	69.54685	-263.54608	-567.2856	79.0	-163.10236	79.39402	11.785666	-250.09062	820000	-0.0041236933	1677.8904	-0.00034470437	-288.22318	0.8132207	0.00014024402	710.6214847564697
82	-391.47153	69.437386	-213.39104	-551.5474	79.0	-165.13423	77.84625	10.569051	-251.14824	830000	0.0008808896	1773.3746	-0.0004464453	-351.7616	0.80588365	0.00023660492	718.7087893486023
83	-399.53976	70.76101	-252.0616	-619.40106	79.0	-163.28734	78.64333	16.73626	-252.15497	840000	-0.004996728	1721.6124	-0.000386063	-333.32947	0.79805636	0.00033334573	727.0797076225281
84	-390.9059	70.525764	-190.92351	-571.41833	79.0	-164.95454	78.38823	1.8945673	-253.40195	850000	0.007010456	1681.3699	-0.00047378102	-256.21564	0.77909195	0.00018143078	735.1967611312866
85	-384.8066	57.817795	-221.3099	-529.34906	79.0	-163.77272	79.268906	5.1631794	-254.39886	860000	-0.00033877976	1422.3701	-0.0004645032	-328.60794	0.77815384	0.00051463366	743.3721170425415
86	-391.2627	62.04893	-248.47816	-584.02325	79.0	-159.38838	79.69528	7.492263	-255.08884	870000	-0.0091456715	1415.2228	-0.00023685675	-313.6678	0.7786632	0.00037683648	751.8833210468292
87	-396.8624	65.06673	-259.00357	-618.3625	79.0	-163.02177	79.11142	13.343345	-255.84401	880000	0.01707111	1582.3658	-0.00013551442	-290.1695	0.7526726	2.9742914e-05	760.9275512695312
88	-397.4584	64.322205	-216.07027	-621.1339	79.0	-164.58195	80.98862	21.864891	-257.14206	890000	0.0058409423	1580.7152	-0.00025719916	-324.1297	0.76316524	8.519293e-05	769.2292425632477
89	-375.51053	61.90099	-219.24535	-530.397	79.0	-164.27652	80.61701	4.2476935	-258.22308	900000	0.0070211887	1481.5625	-0.00038018194	-336.23773	0.76963544	0.00012697178	777.4357087612152
90	-375.2151	62.834427	-224.46611	-573.18823	79.0	-157.8498	80.221504	7.725911	-258.47876	910000	-0.027319036	1380.6262	-0.0004283404	-327.03845	0.7650968	0.00015716194	785.8543179035187
91	-381.5405	62.887802	-213.61331	-599.4844	79.0	-156.20547	78.94685	11.291365	-258.79062	920000	-0.016137306	1488.2521	-0.0003846595	-361.26038	0.74220514	0.00010244236	797.2200367450714
92	-386.92047	66.07499	-228.67113	-592.4491	79.0	-160.69217	79.11529	6.719163	-259.21594	930000	0.0002077287	1520.205	-0.00030968082	-361.17017	0.74405736	0.00012280313	807.4346301555634
93	-381.01074	60.728443	-252.2016	-540.22003	79.0	-163.25537	79.75626	5.610634	-259.82217	940000	-0.0041880384	1385.4717	-0.00025386922	-303.1689	0.7410208	0.00019900186	817.7751622200012
94	-394.23502	62.240795	-231.56726	-607.2102	79.0	-161.5534	78.39021	2.61943	-260.31302	950000	-0.012711933	1484.6532	-0.00029869145	-391.5598	0.76197517	-7.751437e-05	828.7878632545471
95	-385.3656	63.27664	-236.23907	-556.7064	79.0	-166.57063	80.959656	10.675425	-261.39124	960000	0.005640898	1543.7843	-0.00020487339	-442.1111	0.76063055	0.00021180675	839.0574083328247
96	-381.26462	65.097	-223.2322	-606.3653	79.0	-160.51308	80.83545	22.172115	-261.98212	970000	-0.018062068	1489.4985	-0.00039706938	-401.30438	0.74845755	0.000112613365	847.4809050559998
97	-390.72845	66.66743	-216.94081	-549.25104	79.0	-159.03986	80.54186	20.625454	-262.35452	980000	-0.012917173	1673.5881	-0.0005214447	-446.74072	0.7645597	-0.0001727088	855.9214913845062
98	-384.87823	62.5126	-231.29485	-583.6036	79.0	-164.97626	81.82445	9.415579	-263.04974	990000	-0.037037905	1341.6584	-0.0004630983	-283.91248	0.7494354	0.00022148516	864.3791353702545
99	-383.07397	61.956074	-220.11807	-617.71436	79.0	-164.52257	80.02356	11.211966	-263.416	1000000	-0.02788455	1382.45	-0.0007247168	-377.36682	0.76938426	0.00019823047	872.7305889129639
100	-374.77243	65.13098	-208.03357	-598.42834	79.0	-160.78125	80.428474	13.8799095	-263.83563	1010000	-0.025562163	1647.6577	-0.00039837416	-517.2337	0.76362836	6.804745e-05	883.2725944519043
101	-390.21793	59.68848	-256.75092	-529.4425	79.0	-159.58904	77.5637	6.0426764	-263.9499	1020000	-0.0043220967	1425.3503	-0.0005350108	-431.63342	0.7488871	0.00017394876	891.5025618076324
102	-379.077	64.22088	-224.65758	-535.20795	79.0	-162.01988	82.3949	9.060856	-264.8295	1030000	-0.023635387	1425.4395	-0.00033525936	-330.37552	0.75768167	9.244571e-05	899.9435560703278
103	-373.40512	56.427803	-237.21196	-508.72202	79.0	-160.03282	80.640366	5.3102226	-264.80673	1040000	-0.009628719	1399.8828	-0.0002530045	-441.89087	0.7400087	-0.00025209543	908.1650247573853
104	-390.9998	65.594795	-257.82764	-581.94574	79.0	-157.85602	79.818634	11.42318	-264.77347	1050000	-0.005104241	1612.8806	-0.00013264001	-474.6091	0.7535312	0.00012689515	916.3427128791809
105	-375.3012	62.62384	-231.93509	-563.86884	79.0	-164.47273	81.34767	7.3589373	-265.65594	1060000	-0.0114335865	1496.4187	-0.0006502345	-347.22992	0.7354236	0.0001634834	924.6661996841431
106	-374.25082	62.954464	-202.85559	-547.09576	79.0	-157.98347	78.9031	7.2184367	-265.6754	1070000	-0.016517853	1371.4779	-0.0005070991	-300.09448	0.7323895	7.250898e-05	932.9669644832611
107	-382.79852	62.283245	-193.30527	-553.7228	79.0	-157.64532	79.39807	4.4877214	-266.3014	1080000	-0.023273485	1403.8025	-0.00038952287	-306.4286	0.73365915	0.00028868258	941.5877747535706
108	-384.7796	66.35989	-203.4233	-589.6562	79.0	-163.22162	80.42326	8.144241	-266.77203	1090000	-0.0125405155	1453.2177	-0.00012060511	-269.61917	0.7228457	0.00010189569	949.8413655757904
109	-387.765	63.491703	-257.19696	-589.28485	79.0	-162.65326	80.65117	10.01401	-267.16006	1100000	0.0026746038	1516.3304	1.2178789e-06	-378.73413	0.71453243	-5.9851835e-05	958.0593247413635
110	-378.26114	61.599617	-203.38123	-576.875	79.0	-162.59256	80.66188	5.5768566	-268.45532	1110000	-0.014485681	1512.1088	-0.00023280364	-356.22733	0.71001196	9.085152e-05	966.29549741745
111	-386.4043	64.4496	-221.49872	-601.9356	79.0	-160.38972	79.98748	4.745997	-268.43738	1120000	-0.0063691507	1479.3701	-0.0007121465	-314.35773	0.6866877	0.00031786194	974.6143729686737
112	-368.7509	63.04719	-237.18631	-563.1582	79.0	-164.39072	80.177284	7.532517	-269.0966	1130000	-0.011740014	1379.802	-0.00031150598	-331.57425	0.7129226	-6.391413e-05	982.8137309551239
113	-373.26556	63.726532	-217.8321	-535.6132	79.0	-157.09943	78.23603	9.601057	-269.36386	1140000	0.0046522305	1357.4944	-0.00012346404	-252.04356	0.70990956	-0.00012252285	990.9406325817108
114	-373.8823	59.01216	-200.19688	-519.4545	79.0	-155.62413	79.20916	7.8162804	-269.95285	1150000	-0.012637902	1215.0946	-0.0002951282	-253.30533	0.70264685	5.8608177e-05	999.8975350856781
115	-380.72064	63.308064	-232.38374	-589.64734	79.0	-164.05693	79.29127	11.696663	-270.31128	1160000	-0.0017144801	1574.4916	-0.0005001351	-378.04425	0.69349694	0.0003787711	1008.3842296600342
116	-378.7842	60.463814	-229.25792	-565.7534	79.0	-160.4405	80.23338	27.07699	-269.7074	1170000	-0.0225189	1398.1643	-4.4205226e-05	-345.9963	0.7233757	-3.2563206e-05	1017.7919979095459
117	-382.5435	60.467014	-224.43155	-607.5369	79.0	-161.53185	79.93378	24.260632	-270.4595	1180000	-0.0314146	1363.8795	-0.00020093517	-302.7442	0.7229936	-2.0983629e-05	1027.7279891967773
118	-377.22192	59.76825	-236.14786	-517.5124	79.0	-163.70486	79.48833	17.052254	-271.03244	1190000	-0.025710057	1372.9764	-0.00023572147	-303.02716	0.7105191	-3.133422e-05	1037.6472389698029
119	-390.37424	71.108154	-260.7734	-601.7299	79.0	-160.55415	79.10825	4.643816	-271.35565	1200000	-0.009069644	1574.9419	-0.00025721733	-380.41895	0.70862687	2.1452874e-05	1047.9048247337341
120	-382.2276	57.11117	-216.67278	-553.30316	79.0	-164.58286	82.24474	8.53241	-272.59927	1210000	0.0039186403	1448.335	-0.0003493508	-369.33252	0.7154267	2.0326275e-05	1060.6074509620667
121	-380.81393	61.186485	-231.74748	-608.191	79.0	-162.41658	80.170296	12.343072	-271.64487	1220000	-0.033939835	1404.852	-0.0002828287	-302.7224	0.7075779	8.3266474e-05	1071.6878888607025
122	-376.80484	61.226395	-213.29349	-525.09094	79.0	-160.90201	79.71664	7.9097023	-272.55402	1230000	-0.011504213	1359.0269	-0.00020911451	-275.85284	0.69695514	9.216485e-05	1083.0286700725555
123	-386.47775	60.764614	-224.18546	-590.89404	79.0	-160.44034	78.34323	15.191832	-273.65164	1240000	-0.0013513416	1395.6141	-9.986665e-05	-302.4428	0.7062083	0.0001297729	1094.012484550476
124	-368.17737	64.41802	-217.19604	-523.5126	79.0	-163.37982	80.855	7.3936133	-274.32788	1250000	-0.015810655	1578.6705	-0.00023715873	-371.778	0.68918365	5.499145e-05	1104.6319308280945
125	-374.12204	59.691345	-214.4472	-556.1013	79.0	-156.0729	78.54877	7.1811647	-273.44534	1260000	-0.014762807	1282.8942	-0.00012454699	-364.2013	0.6914858	-9.272357e-06	1115.218997478485
126	-371.80463	58.37452	-247.97049	-532.4194	79.0	-157.44452	79.12711	7.168776	-275.4648	1270000	-0.020901807	1181.27	-0.00039648102	-245.24359	0.70518565	-0.00018977295	1126.7727363109589
127	-372.75412	65.93257	-234.0775	-592.7215	79.0	-157.68895	78.28927	7.6452317	-276.15448	1280000	-0.011344812	1439.287	-0.00012976816	-378.94238	0.68769395	4.5657227e-05	1137.4320805072784
128	-380.08517	58.07974	-248.41821	-562.7243	79.0	-157.40396	78.435295	12.785269	-276.59164	1290000	-0.017294206	1323.6494	-0.00020926597	-296.18915	0.6774468	2.2617258e-05	1147.0104658603668
129	-383.62418	63.841614	-246.26321	-598.28357	79.0	-162.10083	78.68262	9.10467	-273.65417	1300000	-0.0056730006	1434.288	-0.00022940617	-329.2078	0.6977619	2.9399343e-06	1155.109350681305
130	-371.35977	56.23859	-240.09583	-534.24976	79.0	-165.06097	80.132095	7.0091043	-276.58252	1310000	-0.001409201	1330.1685	-0.0001200235	-364.21436	0.68873835	-7.4912314e-05	1163.0701518058777
131	-377.6669	65.57798	-263.0068	-569.77783	79.0	-158.29945	78.93448	4.982714	-276.32925	1320000	-0.009998182	1495.1372	-0.00015450275	-366.105	0.6929839	6.0649836e-07	1170.9854595661163
132	-371.07565	58.778164	-242.08241	-578.7705	79.0	-159.9547	78.67711	12.464813	-277.19797	1330000	-0.00982256	1291.4346	-0.00039776543	-276.62225	0.6842959	4.5589404e-06	1179.2668929100037
