Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
20	-468.3515	59.31402	-309.24475	-630.1766	79.0	-89.84205	23.810415	18.4368	-100.17795	210000	-0.01724182	18852.316	-0.0010925885	-817.5078	1.1888306	0.00056333665	184.33533763885498
21	-461.3844	59.207928	-283.18216	-635.75244	79.0	-92.78993	25.063293	10.191915	-103.94865	220000	-0.0077196267	17092.545	-0.001279939	-738.9829	1.1789923	0.00043642265	193.23179721832275
22	-456.52753	58.82923	-304.3064	-611.1546	79.0	-95.682915	26.208725	7.4481115	-107.59803	230000	-0.00817799	16041.922	-0.001150867	-704.34546	1.1747757	0.0006601476	201.45782589912415
23	-464.28317	57.22951	-302.18423	-621.77545	79.0	-98.09087	27.77727	13.661249	-111.17166	240000	0.01212426	16115.721	-0.0006062938	-739.37573	1.1746197	0.00033455167	210.38485050201416
24	-449.29718	49.22246	-289.0417	-577.8836	79.0	-101.39526	29.090834	11.2533045	-114.85447	250000	-0.0027632993	13551.529	-0.0011382452	-625.50195	1.1640488	0.00072282576	219.10900354385376
25	-450.54324	66.052315	-323.64325	-657.7534	79.0	-103.15647	30.253414	7.2354	-118.283356	260000	0.0026372988	13717.366	-0.0011930964	-642.62134	1.1644396	0.00053155684	227.481271982193
26	-450.2961	53.641937	-306.9496	-628.0741	79.0	-106.06777	31.293398	27.822275	-121.73362	270000	0.0020099916	12764.102	-0.0010490343	-599.2505	1.1630242	0.00032302606	235.9111406803131
27	-453.66174	66.995735	-285.08792	-648.06104	79.0	-107.76775	33.607124	13.758624	-125.15283	280000	-0.007872527	12768.435	-0.0010294428	-600.8977	1.1267922	0.0009269875	244.29982471466064
28	-435.9191	59.26355	-281.7167	-573.5708	79.0	-110.96365	33.968964	9.335044	-128.59953	290000	0.012951506	10553.432	-0.000491224	-510.02588	1.1221855	0.000623446	252.9412817955017
29	-444.9921	60.32803	-293.0596	-667.30835	79.0	-111.75205	36.054672	11.816057	-131.79843	300000	0.009365702	10832.868	-0.00041187648	-529.177	1.1101224	0.00026845696	261.1720154285431
30	-441.2767	62.586815	-278.1052	-581.20374	79.0	-113.38145	38.21862	20.168795	-135.02545	310000	0.01218275	10304.04	-0.00079760375	-530.1196	1.113775	0.00038171874	270.5755453109741
31	-430.31342	65.3503	-258.05588	-606.5302	79.0	-116.73261	38.376408	7.5718927	-138.27432	320000	0.028771743	9108.471	-0.0003690552	-460.70312	1.1001053	-0.00035132648	279.8317313194275
32	-441.54633	65.95247	-264.53152	-599.4957	79.0	-117.58046	40.164516	8.743662	-141.34816	330000	0.014734445	9460.439	-0.00062697777	-508.48962	1.087291	0.0004425595	297.6668426990509
33	-438.12808	62.99	-293.5133	-614.68164	79.0	-121.97701	40.29751	13.457045	-144.55054	340000	0.002444435	8701.924	-0.0009342525	-447.07764	1.0749762	0.00014483935	310.04508924484253
34	-423.79855	60.995228	-251.73616	-602.7247	79.0	-123.06687	41.582825	8.364367	-147.68665	350000	0.018141398	7337.0547	-0.00038721692	-400.00244	1.0718535	0.00029958133	320.2751865386963
35	-432.78152	60.381813	-318.2694	-599.94745	79.0	-123.83443	43.797848	12.177374	-150.60617	360000	0.031735983	7850.7617	-0.00038558454	-437.5681	1.0598793	0.0004430865	331.4261748790741
36	-433.76938	61.752773	-311.41815	-621.72675	79.0	-125.38816	44.951817	13.086853	-153.63957	370000	0.021903526	7352.8115	-0.0006610885	-445.74646	1.0781289	0.00052707247	339.9185094833374
37	-424.69574	63.603058	-242.92384	-647.39307	79.0	-128.5249	45.543728	10.885775	-156.67996	380000	0.031675234	6715.7207	-0.00029176683	-401.6256	1.0570138	0.0002031457	349.9931344985962
38	-420.26352	64.276855	-279.08096	-595.92377	79.0	-129.73633	46.547558	12.420411	-159.56728	390000	0.020993747	6094.4463	-0.00042527588	-370.0238	1.0484273	-1.0549375e-06	358.5537807941437
39	-426.25806	70.419975	-220.49086	-629.6647	79.0	-129.40767	49.29641	31.361322	-162.34161	400000	0.037564337	6408.96	-0.0003199163	-422.9879	1.0241001	-2.7402151e-05	370.66795325279236
40	-420.93607	62.714233	-256.52036	-582.64746	79.0	-132.3469	49.760937	40.862038	-165.22546	410000	0.03150501	5741.7227	-0.00035812985	-367.52747	1.0240557	0.00019759251	390.46251010894775
41	-423.9958	67.5476	-232.22835	-600.57666	79.0	-133.61563	50.27587	27.755245	-167.95013	420000	0.03565927	5679.551	-0.00028578728	-373.86377	1.0295217	3.0583844e-05	405.70878887176514
42	-422.8467	64.41539	-274.45193	-601.61304	79.0	-135.71472	51.768547	52.005882	-170.73831	430000	0.028769996	5564.616	-0.0005379785	-415.96338	1.0158494	7.355199e-05	416.9267809391022
43	-411.64087	65.121284	-249.64827	-607.9066	79.0	-137.42917	52.69473	17.319374	-173.57297	440000	0.024967555	4517.226	-0.00036877766	-321.0282	1.0242528	8.276128e-05	426.12386441230774
44	-422.48172	60.41165	-258.42847	-665.136	79.0	-136.39745	54.511295	17.347748	-176.08493	450000	0.021207314	4694.4146	-0.00033062324	-341.87207	0.9959475	0.00027089068	436.49584341049194
45	-420.1398	60.15014	-303.44943	-588.0188	79.0	-140.66272	53.585175	11.613055	-178.76251	460000	0.028407961	4456.7188	-0.00065444596	-326.2489	1.0079575	0.00016888761	447.96073293685913
46	-415.22882	60.817013	-213.89842	-566.1599	79.0	-141.99759	55.727753	22.25383	-181.38898	470000	0.03415604	3968.7676	-0.00023911637	-309.4281	0.97952235	0.00019200078	459.1907751560211
47	-422.22318	63.230675	-264.25537	-631.79956	79.0	-142.58408	56.75125	8.765941	-183.94235	480000	0.030281983	4166.9004	-0.0004918593	-309.96796	0.9952998	0.0001165108	467.79595947265625
48	-424.11365	74.16091	-256.08926	-660.93066	79.0	-144.65262	57.00352	14.593912	-186.58412	490000	0.0289068	4378.1553	-0.00033560162	-359.9325	1.0075538	0.00029798714	476.7459862232208
49	-421.34503	66.33026	-265.318	-611.96564	79.0	-145.2321	58.81831	22.224117	-189.25903	500000	0.027557053	3961.647	-0.00060934457	-373.75354	0.99200445	0.00023561581	486.5573048591614
50	-409.75812	73.36017	-220.69525	-624.5759	79.0	-146.7174	59.762035	7.1160307	-191.81612	510000	0.021885276	3639.3174	-0.00012130942	-381.7915	1.0000178	2.8935712e-05	494.8949456214905
51	-414.31906	66.70042	-261.47372	-597.0291	79.0	-144.77733	61.07726	7.029764	-194.13042	520000	0.012074612	3360.9185	-0.00047437623	-324.971	1.005042	-3.4761477e-05	503.1534023284912
52	-414.20544	69.740776	-262.7893	-630.51337	79.0	-146.29553	62.37785	9.505695	-196.48114	530000	0.018130738	3383.9485	-0.00044203294	-311.3855	1.0018432	-9.6175165e-05	512.2903068065643
53	-404.90756	63.606655	-257.13968	-607.49774	79.0	-147.42865	62.26352	4.5993423	-198.81688	540000	0.00023922743	2729.2214	-0.00038185762	-288.43683	0.9864838	0.0002060596	520.8463296890259
54	-401.82434	61.554234	-287.02023	-591.43274	79.0	-148.47963	62.90924	8.193345	-200.86159	550000	0.024964849	2449.7212	-0.0003196206	-279.8745	0.9848994	7.967618e-05	529.0930409431458
55	-414.94193	64.534615	-247.45197	-581.5202	79.0	-149.04347	64.11689	7.7096024	-202.84148	560000	0.014838406	2985.0984	-0.0005530752	-328.25647	0.9953172	0.00027130457	536.9537737369537
56	-416.0591	69.77268	-237.03966	-590.17065	79.0	-151.40187	65.038765	3.4962718	-205.18134	570000	0.011535236	3072.3503	-0.0008042902	-306.37512	0.9785443	9.233647e-05	544.9165530204773
57	-413.56735	68.134384	-252.7817	-620.7954	79.0	-153.05107	65.16387	9.192314	-207.50543	580000	0.012563184	2813.9194	-0.00061782077	-292.04932	0.94942707	8.8219414e-05	552.778308391571
58	-398.87485	61.175293	-265.642	-560.2712	79.0	-154.17502	66.48809	10.203574	-209.76707	590000	-0.0058757123	2033.566	-0.0009238434	-258.92587	0.94894034	0.0002721792	561.9950571060181
59	-415.259	69.594864	-237.38274	-633.38806	79.0	-151.72525	67.96717	6.580225	-211.653	600000	0.015472951	2821.357	-0.00047233747	-334.26965	0.95885116	8.4815314e-05	571.8760480880737
60	-407.02502	67.517334	-246.64232	-581.96375	79.0	-152.75633	68.87831	32.047874	-213.8823	610000	0.03677838	2382.171	-0.0002535181	-322.15823	0.95267993	0.00024311215	585.774011850357
61	-401.71677	58.929592	-288.2545	-550.9311	79.0	-152.78223	69.291	13.350645	-215.91875	620000	0.025892742	1978.7264	-0.0002597922	-263.27725	0.92682594	-2.879202e-05	596.9639043807983
62	-401.4263	66.08186	-252.87064	-567.08685	79.0	-152.02278	70.39406	13.322176	-217.78563	630000	-0.00013659708	2280.618	-0.00035406044	-366.33493	0.9079864	2.9806644e-05	606.5322473049164
63	-403.55002	63.788403	-249.83922	-575.476	79.0	-155.18062	70.09214	21.626387	-219.70111	640000	0.018272523	2122.7585	-0.0002927382	-347.4819	0.9292607	0.00016651812	614.89297747612
64	-402.01144	68.72576	-265.69318	-681.6455	79.0	-156.34769	69.95741	6.957426	-221.61278	650000	0.039697677	2235.8113	-0.00039512105	-332.03528	0.91397005	-0.000121978155	623.517272233963
65	-415.35748	67.258705	-256.15283	-636.6013	79.0	-156.53506	71.68299	11.120364	-223.4966	660000	0.0225194	2282.6614	-0.00034594187	-308.0253	0.9195709	0.00011773054	634.6707463264465
66	-400.85516	61.110138	-264.8214	-563.9009	79.0	-159.49913	71.519806	11.583641	-225.64726	670000	0.031213662	1793.2324	-0.00026606594	-295.89935	0.88742673	8.6439126e-05	643.9977874755859
67	-403.18954	67.97871	-284.1913	-622.305	79.0	-156.70706	72.810455	7.052229	-227.3484	680000	0.003970275	2044.087	-0.00016402733	-333.5282	0.8989167	-3.671998e-05	653.2822940349579
68	-394.40942	66.93713	-214.18219	-595.9587	79.0	-159.09317	72.435	9.9914875	-229.11081	690000	0.01782002	1790.0869	-0.00033696042	-313.90738	0.89528584	-3.4304758e-06	662.0374915599823
69	-403.71646	58.74734	-276.70773	-549.6586	79.0	-158.13603	72.81706	30.596863	-230.60643	700000	0.0128861405	1726.523	-0.0004446322	-318.73987	0.89076245	0.000107800566	672.1675553321838
70	-399.19522	63.35757	-251.39328	-534.409	79.0	-162.40152	73.24227	18.016897	-232.24054	710000	0.014363231	1743.6144	-0.00025556888	-252.21881	0.88831985	0.00022670392	680.7753705978394
71	-405.1073	59.90843	-281.56262	-619.38513	79.0	-160.05106	74.686554	10.972115	-233.73318	720000	0.022830248	1703.0167	-0.00039042206	-268.1788	0.88758314	2.4858537e-05	689.6382462978363
72	-393.72586	58.736427	-228.76794	-557.3073	79.0	-159.68903	75.41206	6.5539875	-235.40314	730000	0.011929028	1485.6565	-0.0003766222	-300.89615	0.89752495	-0.00010474256	698.1710388660431
73	-405.30658	60.156715	-269.04968	-599.61523	79.0	-159.34932	74.69351	4.7890444	-236.71097	740000	-0.005633259	1774.6997	-0.0001512412	-349.10132	0.9017956	9.169831e-05	706.4832098484039
74	-397.0734	68.00449	-195.96677	-588.1917	79.0	-163.38551	75.76839	16.744873	-238.37369	750000	0.028727181	1824.0435	-0.00028342474	-342.18652	0.8894684	-7.198046e-05	714.8759922981262
75	-389.03473	68.67927	-231.17473	-602.42456	79.0	-159.21063	76.574585	8.705181	-239.77591	760000	0.016404282	1730.1277	-0.00021171477	-303.2899	0.88357705	1.9140212e-05	723.0661263465881
76	-405.05463	61.1793	-270.74756	-588.34467	79.0	-157.33438	76.99891	25.287	-240.87984	770000	-0.013457231	1621.3757	-0.00053556915	-336.90887	0.85436416	9.451252e-05	731.4730253219604
77	-393.50195	67.165306	-218.9538	-576.35376	79.0	-162.7299	77.4894	12.465334	-242.44	780000	-0.00037220307	1625.0526	-7.203361e-05	-266.07684	0.9010628	0.0001428205	739.7789876461029
78	-387.99893	57.96678	-232.9751	-526.44684	79.0	-160.47588	76.81479	30.86183	-243.62813	790000	-0.0024111941	1251.1704	-0.0002858471	-287.67596	0.87194204	7.4412055e-05	748.8787505626678
79	-385.86862	64.738945	-261.94653	-595.0171	79.0	-157.7564	76.5752	22.734928	-244.67754	800000	-0.0010014027	1497.148	-0.00012285856	-287.56555	0.8694887	-5.1263138e-05	757.6896483898163
80	-397.64136	65.76744	-218.49684	-562.62573	79.0	-159.7357	77.482994	9.979685	-245.55754	810000	0.024748579	1702.3926	-0.00026629423	-412.49356	0.89516276	6.818013e-05	766.5326766967773
81	-400.5949	62.954052	-255.28275	-558.68207	79.0	-160.70116	78.97765	5.113063	-246.824	820000	-0.030495709	1610.9088	-0.00034346548	-417.83197	0.8924793	0.00012855581	775.2380228042603
82	-409.2624	63.25138	-267.61945	-668.5661	79.0	-163.79486	77.60815	2.5349965	-248.1779	830000	-0.011123834	1656.3088	-0.0003535881	-289.69092	0.8957518	0.00014191141	783.4751451015472
83	-397.91248	65.87275	-248.30267	-653.04816	79.0	-166.09656	78.42424	1.1807342	-249.84087	840000	-0.01111497	1537.9316	-0.0002598276	-318.3389	0.86047006	0.00015100345	792.1309394836426
84	-393.10178	59.01462	-245.44641	-555.72314	79.0	-164.45407	78.288246	19.540257	-250.96202	850000	-0.0012121538	1341.8995	-0.00028552144	-257.4273	0.85128397	5.8578236e-05	800.7195885181427
85	-393.6669	75.43258	-251.2111	-596.118	79.0	-164.98035	77.37938	13.0966015	-251.87057	860000	-0.011188731	1898.158	-0.00019442849	-418.52194	0.8642941	2.892949e-05	809.9521763324738
86	-399.58978	60.0365	-268.21756	-605.3643	79.0	-161.65063	78.910034	25.50869	-252.9349	870000	0.0043840315	1317.1411	-0.00036458438	-245.97849	0.83992183	0.00014987355	818.707350730896
87	-392.4617	65.03849	-204.9978	-554.715	79.0	-164.30208	78.95701	13.47152	-254.11351	880000	-0.002475232	1397.4585	-0.0001721317	-235.363	0.8182797	-4.682846e-05	828.4331901073456
88	-391.39844	62.19865	-231.35449	-583.30634	79.0	-164.47887	80.24819	10.992074	-255.02917	890000	0.0027437285	1399.7529	-0.00023654755	-262.47916	0.8441055	0.00012302454	837.3075881004333
89	-401.1085	70.58529	-265.1152	-633.26843	79.0	-162.1052	80.31403	16.90411	-255.86728	900000	-0.012644199	1627.1592	-0.00029842727	-302.2279	0.8485837	7.122744e-05	847.3481290340424
90	-387.0518	57.375134	-212.80559	-566.6822	79.0	-167.08936	81.34089	12.972346	-257.02948	910000	-0.015608063	1393.0355	-0.00036681257	-330.81818	0.85816514	5.6967714e-05	856.0181615352631
91	-394.21744	63.604206	-195.57147	-561.12384	79.0	-159.60287	78.844444	9.867572	-257.76788	920000	-0.011102498	1481.594	-0.0002848641	-320.7777	0.8398988	0.000123206	864.5024881362915
92	-383.1343	60.87493	-250.7368	-554.80176	79.0	-162.11954	80.53769	4.9703236	-258.6078	930000	-0.019202914	1412.0759	-0.00036907214	-308.4611	0.8130449	-4.277357e-05	875.2996869087219
93	-394.71042	67.407074	-261.63058	-630.2714	79.0	-163.57109	79.14424	12.5943	-259.00348	940000	-0.030858427	1438.8694	-0.00034897102	-296.2635	0.8439827	8.791922e-05	884.7146275043488
94	-399.10098	74.030716	-274.1441	-575.1809	79.0	-165.40532	80.22706	12.918276	-260.05347	950000	-0.005686585	1815.6921	-0.00031563267	-367.22122	0.83953816	5.9435893e-05	894.7004985809326
95	-381.44122	58.908943	-242.01204	-522.2186	79.0	-165.0108	81.82636	8.212373	-261.39017	960000	-0.0056289406	1385.7799	-0.0003239545	-346.10608	0.82307625	-5.6315876e-05	904.3565335273743
96	-381.78598	58.55545	-252.196	-554.78894	79.0	-161.27539	79.04162	6.4680266	-261.71396	970000	-0.014030764	1297.936	-0.00024106482	-281.33893	0.8418776	0.00014063649	914.4279451370239
97	-392.74747	67.8952	-253.10681	-553.0239	79.0	-161.08514	78.89893	11.236827	-262.0393	980000	0.009917177	1697.2273	-0.00026381947	-333.37256	0.8362855	6.267922e-05	924.5435163974762
98	-390.85483	71.33274	-221.3762	-612.3983	79.0	-165.21478	80.720345	12.621561	-262.91437	990000	-0.029478215	1761.7634	-0.00023239432	-434.43082	0.8203954	4.532159e-05	934.9542851448059
99	-382.81	70.64259	-253.78976	-584.75183	79.0	-162.62697	81.761536	10.523841	-263.96014	1000000	0.028146593	1811.565	-0.00013374351	-531.5262	0.8368469	-1.1942902e-06	944.668788433075
100	-382.0609	52.23266	-252.08992	-508.94675	79.0	-159.8834	79.18599	19.90506	-264.3586	1010000	-0.022528563	1171.1663	-0.00031509995	-321.08328	0.80881387	2.6143964e-06	955.7063276767731
101	-394.45605	72.71023	-218.8692	-612.9006	79.0	-161.73566	81.75699	8.200166	-264.69617	1020000	-0.02042748	1669.222	-0.00023536477	-320.08636	0.83371234	-1.9908493e-05	966.5751628875732
102	-389.7874	68.993355	-215.42766	-595.37604	79.0	-164.4214	81.13246	11.393685	-265.59372	1030000	0.0014755055	1488.4325	-0.00025586504	-315.15082	0.8076303	-2.570397e-05	976.3493309020996
103	-388.54208	54.994015	-261.7316	-565.73224	79.0	-163.29587	81.98635	5.7820263	-266.13977	1040000	-0.0105886515	1269.4778	-0.00028162543	-300.13593	0.8191873	3.2779753e-05	986.1650981903076
104	-387.28232	57.844166	-242.68338	-526.6509	79.0	-162.57463	80.664505	13.658409	-266.6915	1050000	-0.005090733	1211.0232	-0.00021777768	-269.8486	0.8323014	0.00010457757	996.3137609958649
105	-394.59198	60.023754	-278.13916	-645.59186	79.0	-162.62175	80.68421	3.3664095	-267.022	1060000	-0.037662104	1481.6597	-0.00016914727	-363.43152	0.8074868	6.336799e-05	1006.2692468166351
106	-380.33047	65.03766	-241.3319	-556.92664	79.0	-169.08305	80.207054	8.684555	-267.5503	1070000	-0.00790767	1491.1299	-0.00019515678	-333.6473	0.80593735	6.8529065e-05	1014.4481582641602
107	-385.45154	61.53304	-266.75064	-585.74976	79.0	-160.03012	79.907364	9.802856	-267.7859	1080000	-0.033696055	1241.2671	-0.00046392018	-245.53879	0.81215715	4.0280767e-05	1022.7128624916077
108	-379.68768	59.566494	-219.0553	-538.54663	79.0	-161.82101	80.89628	9.81652	-268.24927	1090000	-0.0051397327	1380.2488	-0.00018352689	-294.2011	0.80916685	0.00010177316	1032.544875383377
109	-397.11102	58.3653	-228.02293	-550.57043	79.0	-160.39565	80.775894	8.114846	-268.01114	1100000	-0.017589975	1454.837	-0.0002181856	-334.71057	0.8121964	1.9756451e-05	1040.850370168686
110	-381.94797	68.34041	-173.67213	-662.97754	79.0	-167.7872	80.79237	8.1281595	-268.9314	1110000	-0.0016483641	1617.2646	-0.00023956917	-341.49658	0.8140217	-1.433722e-05	1050.0302147865295
111	-393.75305	64.70529	-268.48798	-610.54114	79.0	-161.6632	79.82573	8.186806	-269.08444	1120000	-0.017183822	1592.471	-0.00036516762	-343.81693	0.81218696	-8.888773e-05	1058.3872606754303
112	-381.48364	53.981323	-253.0972	-559.1893	79.0	-165.84457	80.467186	6.721307	-269.64243	1130000	-0.010114007	1208.9247	-0.00023108628	-301.36676	0.800177	-0.00016706246	1066.5840125083923
113	-386.3695	57.802204	-260.14273	-547.6527	79.0	-162.17703	79.190056	13.255648	-269.59097	1140000	-0.020159423	1225.7942	-0.00042387377	-264.6834	0.8112216	0.00027742295	1075.0383613109589
114	-383.97675	63.33247	-222.2626	-598.8452	79.0	-161.27776	80.94981	13.315095	-270.15042	1150000	-0.0072849095	1368.0647	-0.0001699194	-282.96463	0.80689853	7.028719e-05	1083.15793967247
115	-380.45544	64.94229	-227.58298	-580.34393	79.0	-162.77032	81.803246	10.482965	-270.12976	1160000	-0.012435058	1489.7349	-9.55062e-05	-298.14038	0.802516	-0.00018351071	1091.58242726326
116	-397.5555	55.6702	-281.86392	-595.78143	79.0	-160.47687	79.56524	5.163697	-270.34366	1170000	-0.02855194	1369.1107	-0.00017881248	-461.83826	0.80848217	0.0001161306	1100.249801158905
117	-386.69318	69.81268	-175.35907	-614.327	79.0	-170.402	82.22059	12.281349	-271.67358	1180000	0.006730087	1682.9048	-0.00023487117	-441.35034	0.81220436	-5.3400378e-05	1109.312977552414
118	-379.99167	59.02223	-258.72495	-621.2654	79.0	-163.48657	81.42886	8.3980055	-272.44296	1190000	0.0048350934	1405.6951	-0.00023631868	-392.19537	0.8172267	6.558986e-05	1117.8362917900085
119	-392.2031	60.587837	-266.1924	-603.172	79.0	-159.4709	80.02538	8.343767	-272.64108	1200000	-0.021885814	1406.5771	-0.0003861664	-361.0415	0.8056836	4.8588263e-05	1125.9468703269958
120	-381.873	57.868557	-252.86629	-520.5111	79.0	-165.5914	81.82463	8.3912525	-273.76654	1210000	0.0016727787	1404.1936	-0.00022661686	-303.89615	0.79575455	-7.519355e-05	1134.797131538391
121	-383.5741	65.33303	-206.50179	-521.07996	79.0	-161.50587	80.72566	7.1718554	-272.81754	1220000	-0.010069133	1503.801	-0.00039919093	-293.749	0.82113326	-8.8806184e-05	1143.0940520763397
122	-382.3535	60.737877	-226.19952	-494.16223	79.0	-160.85747	80.15124	7.5501485	-267.4023	1230000	-0.028039258	1438.3782	-0.00034721315	-332.36932	0.8262674	4.513381e-05	1151.397845506668
123	-384.8528	57.544437	-253.70471	-530.751	79.0	-159.49632	80.04731	5.2527614	-274.11304	1240000	-0.041839153	1318.835	-0.00046153483	-277.22015	0.80586076	0.00021577707	1159.7990367412567
124	-380.84897	68.387184	-185.71237	-647.08594	79.0	-161.20364	79.61043	13.363037	-274.9966	1250000	-0.021819957	1602.1398	-0.00042995438	-279.64008	0.7765451	-3.2090706e-05	1169.0825197696686
125	-382.12247	73.21828	-235.55559	-677.8161	79.0	-165.89568	80.960144	7.222405	-275.61697	1260000	-0.0105491	1746.1047	-0.00016460009	-326.19037	0.7992411	0.0002729996	1177.3996086120605
126	-388.1425	63.815407	-208.0584	-590.84406	79.0	-160.97424	80.34373	5.3299623	-275.86404	1270000	0.013374668	1585.615	-0.0001501115	-405.20383	0.79528886	0.00031817157	1186.0922400951385
127	-376.75684	66.210175	-232.39255	-640.5833	79.0	-163.52443	83.37305	6.101269	-277.13223	1280000	-0.011485744	1597.8682	-0.000120258424	-358.74506	0.7700621	3.9776925e-05	1194.8752295970917
128	-376.89948	69.464195	-188.6718	-582.1756	79.0	-160.65303	80.50525	9.622012	-275.53558	1290000	0.010840414	1738.8022	-4.964415e-05	-332.55814	0.78399986	-0.000100938814	1203.27543258667
129	-384.9277	63.228134	-232.08904	-538.24084	79.0	-159.6815	80.58098	4.572065	-274.6169	1300000	-0.01686525	1492.3915	-0.00024429848	-344.8955	0.74915063	1.8200026e-06	1211.4035384654999
130	-377.7109	73.130455	-162.46564	-636.4208	79.0	-165.60907	82.16552	3.615201	-276.78333	1310000	-0.018340297	1892.371	-0.0005269147	-400.80127	0.80119467	-0.00012887083	1219.6337261199951
131	-378.3951	61.29512	-232.01059	-516.2239	79.0	-159.16258	79.224625	12.140562	-277.48804	1320000	-0.021695457	1402.6722	-0.00043527078	-344.5547	0.7679452	0.00020574333	1228.3613543510437
132	-397.0177	66.239044	-214.84229	-585.6182	79.0	-160.43198	80.6989	6.7930393	-278.44678	1330000	-0.008816779	1630.3569	-0.00019274605	-436.12405	0.7900437	0.00019149738	1236.5164880752563
133	-385.73004	67.91431	-248.21863	-639.0609	79.0	-170.07394	83.76183	13.909971	-279.9049	1340000	0.007378306	1799.2007	-0.00042022642	-405.26025	0.79527473	9.653318e-05	1245.7293438911438
