Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
24	-269.0438	60.330433	-152.07062	-390.27664	79.0	-86.322716	25.034664	16.31853	-99.99249	250000	1.7384687e-08	2861.9817	-0.019623002	-167.48242	0.6214774	0.00839216	0.09093637	79.0	119.23817491531372
25	-267.2196	66.11687	-134.27678	-444.9894	79.0	-87.507416	25.605045	14.6199255	-102.0855	260000	1.7384687e-08	2817.0222	-0.017534979	-177.5952	0.55739117	0.0066832043	0.085734285	79.0	124.94694447517395
26	-270.74716	59.294197	-148.12051	-427.87427	79.0	-90.10987	25.466034	18.478859	-104.121025	270000	9.313226e-09	2571.941	-0.019214483	-164.20631	0.59628487	0.007903531	0.08853542	79.0	130.1981704235077
27	-259.93082	61.5906	-132.91339	-399.21024	79.0	-90.157166	27.377277	28.515705	-106.158455	280000	2.1109978e-08	2296.0544	-0.019094093	-148.92859	0.5541921	0.010382934	0.09463786	79.0	135.9039661884308
28	-254.34872	58.37839	-145.79396	-410.90747	79.0	-90.46445	28.29142	7.1389737	-108.03192	290000	1.6142925e-08	1948.4564	-0.017306896	-119.310265	0.5445156	0.009672058	0.08023209	79.0	140.56107902526855
29	-259.63898	64.27298	-153.37544	-420.45752	79.0	-91.76973	27.965078	11.219624	-109.73729	300000	4.967054e-09	2119.5056	-0.016592462	-131.22926	0.53972006	0.0064386497	0.075730294	79.0	145.0363540649414
30	-263.46442	66.46886	-141.55199	-440.13522	79.0	-94.50116	28.225092	10.511755	-111.52087	310000	-8.692344e-09	2311.8342	-0.01806611	-147.57391	0.54093236	0.009763882	0.0852341	79.0	149.8710741996765
31	-255.2648	63.185413	-136.6977	-445.00623	79.0	-93.58869	29.855974	15.224961	-113.49261	320000	0.0	1813.375	-0.020771394	-125.5015	0.49604997	0.013844372	0.104841925	79.0	153.7183482646942
32	-250.58018	61.668087	-130.10329	-441.90045	79.0	-94.980125	30.254986	9.883123	-115.25028	330000	-3.228585e-08	1603.5338	-0.01864642	-124.60944	0.5108266	0.0103593925	0.0932373	79.0	158.12401294708252
33	-245.69154	70.03559	-135.57506	-445.08258	79.0	-94.93312	30.54556	14.618039	-116.79588	340000	-3.973643e-08	1617.7836	-0.017757108	-123.91135	0.4644812	0.010711401	0.08113245	79.0	162.53085708618164
34	-251.42326	64.042114	-154.2764	-399.2351	79.0	-95.38823	31.359768	9.472344	-118.251465	350000	-1.9868216e-08	1435.0541	-0.019039469	-94.27253	0.48402295	0.008084207	0.09063625	79.0	167.724200963974
35	-258.28848	64.7608	-136.08647	-430.44016	79.0	-97.44642	31.05332	8.686465	-119.760376	360000	-3.1664968e-08	1557.6569	-0.016986081	-117.58972	0.48725688	0.0057897703	0.069327734	79.0	171.98907375335693
36	-242.11589	64.10387	-132.15044	-424.14987	79.0	-96.58663	32.93415	21.491282	-121.426056	370000	-3.4769375e-08	1198.5477	-0.01654731	-104.46464	0.45623943	0.009613986	0.09143657	79.0	175.97181701660156
37	-243.86142	61.92753	-131.8768	-409.42896	79.0	-97.939354	32.57334	10.285435	-122.69362	380000	2.8560558e-08	1258.6652	-0.019706512	-113.64584	0.46895015	0.012001626	0.0987395	79.0	180.06388974189758
38	-242.85411	66.8785	-140.43924	-431.17358	79.0	-95.5823	33.546444	12.770449	-123.9591	390000	-2.4835268e-08	1198.2697	-0.01927886	-112.20124	0.45209774	0.008453668	0.09213686	79.0	184.33441543579102
39	-240.18614	73.85795	-131.35493	-467.72592	79.0	-96.28101	34.4183	27.065952	-125.23022	400000	-1.8781671e-08	1249.6832	-0.018764652	-99.10348	0.43832532	0.010194875	0.084233694	79.0	190.06673884391785
40	-238.15735	66.35012	-118.76856	-409.8847	79.0	-94.74406	34.020103	11.855822	-126.46283	410000	1.3659398e-08	1053.6398	-0.019291395	-80.19217	0.4354519	0.00828986	0.08703482	79.0	194.9659743309021
41	-238.9454	66.267944	-113.10946	-441.1298	79.0	-95.70716	34.11942	17.517971	-127.560486	420000	-1.4901161e-08	1025.4579	-0.017198175	-99.90766	0.43614927	0.0078251	0.08353341	79.0	200.74602127075195
42	-230.57217	64.812904	-128.66791	-422.82175	79.0	-95.745224	34.361282	8.340139	-128.64813	430000	-7.450581e-09	874.5396	-0.017937528	-70.66065	0.4111872	0.008620677	0.07683073	79.0	205.15037560462952
43	-235.14586	62.821873	-130.23944	-436.1973	79.0	-95.37946	33.792934	10.55604	-129.55972	440000	1.3659398e-08	994.71826	-0.01941048	-131.34294	0.40273428	0.008543165	0.086134456	79.0	209.68899655342102
44	-229.75902	59.837944	-134.19147	-366.07013	79.0	-96.50916	34.947598	10.947746	-130.61205	450000	1.9868216e-08	801.2297	-0.019234821	-107.08011	0.40344906	0.011635142	0.08453381	79.0	215.63288474082947
45	-230.55714	65.47182	-124.212265	-419.4163	79.0	-97.07663	34.529392	10.426709	-131.50784	460000	3.4924597e-09	788.4402	-0.019311307	-108.90897	0.42572817	0.0073039145	0.07943177	79.0	221.3764567375183
46	-229.34108	61.3887	-139.3707	-406.63474	79.0	-93.76837	35.45952	7.671121	-132.35115	470000	-1.8626451e-08	772.43555	-0.017985625	-102.6719	0.41316447	0.008975423	0.08283313	79.0	227.17905950546265
47	-221.13924	57.35415	-125.22026	-410.7217	79.0	-94.32346	35.34148	11.01589	-133.2528	480000	-6.208817e-09	715.7131	-0.017135637	-84.1587	0.36658204	0.007511443	0.0747299	79.0	232.26608061790466
48	-220.66515	57.747276	-125.18599	-366.1992	79.0	-94.48894	35.48103	8.816661	-133.92813	490000	-2.2351742e-08	649.0971	-0.018200727	-125.68463	0.3979441	0.008737835	0.08443377	79.0	236.32241201400757
49	-219.068	60.729546	-128.57527	-418.9274	79.0	-92.37103	36.37327	15.8329735	-134.60635	500000	-5.5879354e-09	669.35126	-0.017991139	-102.82621	0.3809584	0.008640844	0.08093237	79.0	242.12071323394775
50	-205.49318	48.93389	-129.07054	-359.32047	79.0	-92.691505	36.272156	11.182992	-135.35837	510000	0.0	453.55704	-0.0182356	-71.92133	0.36585793	0.011266881	0.09213686	79.0	246.32808566093445
51	-219.09363	55.47994	-125.46789	-373.7193	79.0	-90.154434	35.26656	5.1869974	-135.82759	520000	-1.6763806e-08	688.07465	-0.018226752	-131.96777	0.34796584	0.009064925	0.08003201	79.0	251.82294368743896
52	-215.62207	59.09765	-117.33526	-378.3587	79.0	-94.88245	35.94185	11.307382	-136.43832	530000	-2.483527e-09	626.6241	-0.017328056	-108.8764	0.36530435	0.010967735	0.08673469	79.0	255.73149824142456
53	-214.33374	61.379913	-113.05769	-385.19296	79.0	-91.55202	36.332317	9.986721	-137.05684	540000	4.967054e-09	617.2708	-0.017174497	-85.480736	0.36770144	0.008226405	0.086334534	79.0	259.5480182170868
54	-199.11568	51.639954	-130.18764	-382.5542	79.0	-87.522545	35.676643	16.061285	-137.76933	550000	-7.450581e-09	457.42026	-0.01737745	-106.01177	0.32134798	0.008488708	0.076430574	79.0	263.9980490207672
55	-203.53696	49.160454	-122.303825	-362.01318	79.0	-90.4113	35.87337	11.765738	-138.13611	560000	-6.2088173e-10	585.0761	-0.016667202	-106.340454	0.3494228	0.008546594	0.08433374	79.0	268.66667222976685
56	-195.72755	45.42253	-124.49584	-330.63266	79.0	-87.748886	36.449196	25.096657	-138.40508	570000	-1.7384687e-08	502.66666	-0.016517965	-124.00582	0.30981562	0.009152778	0.07903161	79.0	273.5197205543518
57	-197.77223	45.151768	-122.712944	-318.1084	79.0	-87.04345	35.81662	6.5984664	-138.65622	580000	-4.967054e-09	453.20166	-0.016236102	-117.38247	0.342827	0.0067525827	0.083533406	79.0	278.0585768222809
58	-199.71512	53.713688	-121.01974	-367.68704	79.0	-88.774734	36.67613	7.3819513	-138.8254	590000	1.2417634e-08	501.9646	-0.017146392	-98.38067	0.35895357	0.0092858905	0.09153662	79.0	283.29701113700867
59	-201.09283	53.515	-125.828224	-383.55197	79.0	-83.98056	34.848194	9.70067	-139.29262	600000	-1.3659398e-08	596.65265	-0.016223148	-134.55211	0.3316897	0.007839822	0.07903162	79.0	287.6091277599335
60	-187.05759	43.407112	-121.8542	-325.37405	79.0	-86.028	36.668304	6.8366756	-139.59126	610000	-1.9868216e-08	452.48267	-0.015543093	-107.996735	0.3229836	0.008253694	0.08383354	79.0	291.918416261673
61	-192.36601	44.612915	-116.57834	-343.00107	79.0	-83.98051	35.06336	9.427268	-139.7449	620000	1.2417634e-08	459.50235	-0.015379059	-113.19018	0.3111281	0.0073906663	0.077731095	79.0	296.7552180290222
62	-188.5743	46.7606	-119.746124	-331.9721	79.0	-83.90287	35.30271	6.4702935	-139.85782	630000	1.8626451e-08	513.5194	-0.017553547	-122.68412	0.31296107	0.008840476	0.07723089	79.0	301.0756769180298
63	-191.10634	52.842068	-114.648895	-389.73273	79.0	-83.729095	36.104404	12.408346	-140.02364	640000	-1.1796753e-08	561.4815	-0.01762416	-131.7018	0.2934611	0.013279732	0.08623449	79.0	305.60390639305115
64	-186.66449	40.72167	-116.83283	-323.84116	79.0	-83.21877	36.33775	5.9367456	-140.34035	650000	2.483527e-09	445.33755	-0.015903896	-100.73434	0.29807556	0.0077083237	0.07312925	79.0	310.51820492744446
65	-182.42967	45.44467	-109.55965	-340.2934	79.0	-80.89407	34.859703	12.978673	-140.37775	660000	2.7939677e-09	502.33777	-0.015515526	-89.661964	0.30404636	0.010222253	0.08303321	79.0	315.2269141674042
66	-183.1911	42.178158	-125.18893	-347.94125	79.0	-81.68956	34.80669	15.768173	-140.27437	670000	1.4901161e-08	524.7674	-0.014389697	-114.479774	0.2898062	0.009113134	0.07903161	79.0	320.5491213798523
67	-182.88841	36.20016	-111.49215	-288.2158	79.0	-81.07724	35.25728	2.1854882	-139.91423	680000	-6.208817e-09	477.03915	-0.015228537	-121.09527	0.27970436	0.008563375	0.07883153	79.0	324.5951998233795
68	-179.8032	44.848606	-114.940605	-333.90536	79.0	-82.17096	35.4317	5.5145726	-140.14758	690000	-2.483527e-09	473.0778	-0.015324447	-94.88242	0.29858336	0.010067665	0.07162865	79.0	328.4380609989166
69	-178.30136	36.37736	-119.26531	-269.8087	79.0	-78.17674	35.055397	5.52207	-140.42784	700000	-6.208817e-09	371.05685	-0.015651034	-70.09605	0.27920797	0.009759504	0.08063225	79.0	332.519850730896
70	-179.94072	43.79792	-117.96038	-330.30023	79.0	-78.99407	33.636917	7.941204	-140.23955	710000	-9.934108e-09	512.038	-0.01677172	-105.12969	0.28864118	0.009173286	0.07683074	79.0	336.508234500885
71	-177.61073	42.052216	-112.38371	-320.08377	79.0	-80.622635	34.873634	13.107629	-140.83557	720000	3.7252903e-09	509.87778	-0.015167761	-103.72817	0.29744533	0.0064540356	0.07943178	79.0	340.7169997692108
72	-175.44334	36.042168	-114.43167	-308.41006	79.0	-78.11905	35.713688	6.2575283	-140.97469	730000	1.9868216e-08	365.62704	-0.017373905	-73.99525	0.31077817	0.010698646	0.08033213	79.0	345.7288417816162
73	-164.01837	35.138134	-106.71053	-300.11975	79.0	-76.59154	33.728096	5.0901985	-139.85127	740000	0.0	356.9625	-0.014543328	-89.71525	0.2795252	0.006895066	0.07222889	79.0	349.72083044052124
74	-166.16884	36.94477	-113.12929	-324.52814	79.0	-74.81547	33.685673	5.3391323	-139.24394	750000	7.450581e-09	397.44995	-0.015357777	-73.66822	0.3008786	0.009035238	0.076230496	79.0	354.63918471336365
75	-170.05144	38.00743	-100.82003	-302.40176	79.0	-74.24591	31.983671	7.455765	-139.39949	760000	-9.934108e-09	410.96042	-0.016130198	-77.35669	0.2752715	0.009033524	0.08483394	79.0	359.25378370285034
76	-172.97981	43.745316	-109.4591	-410.17865	79.0	-75.731514	34.237717	2.9247384	-139.99446	770000	0.0	543.69415	-0.0147917345	-140.19316	0.28752765	0.008883246	0.072028816	79.0	364.75553035736084
77	-170.23982	41.904266	-111.41564	-339.87384	79.0	-77.90385	34.982388	4.4358582	-141.09332	780000	6.208817e-09	516.75616	-0.015520374	-109.430786	0.27485922	0.007854286	0.07432973	79.0	369.3283004760742
78	-169.0375	40.81653	-102.39265	-362.1092	79.0	-76.12049	33.809727	2.928443	-141.09016	790000	-1.4901161e-08	506.08716	-0.015363909	-128.32246	0.26641276	0.008338488	0.07743097	79.0	374.8626730442047
79	-165.5695	37.94189	-107.83148	-287.5137	79.0	-77.15366	34.73385	7.574666	-141.30273	800000	1.2417634e-08	499.09912	-0.015049487	-120.61149	0.2741491	0.009923735	0.07302921	79.0	378.72251558303833
80	-159.21394	35.955627	-98.68439	-332.70096	79.0	-73.5707	32.908516	11.794039	-136.54991	810000	-2.483527e-09	330.8693	-0.016609555	-91.40063	0.2881128	0.011883147	0.07723089	79.0	384.1584553718567
81	-164.33923	41.881283	-103.43465	-392.94574	79.0	-71.566414	32.439014	2.409118	-140.07413	820000	4.967054e-09	496.20618	-0.015219533	-126.19275	0.3064411	0.0076029836	0.07523009	79.0	388.6360719203949
82	-158.01022	35.836075	-106.45216	-344.28757	79.0	-70.58745	33.382767	2.3092103	-141.02145	830000	0.0	412.57974	-0.015036819	-101.50101	0.2745649	0.0100095915	0.07833133	79.0	393.428564786911
83	-162.24251	45.26307	-107.8854	-371.35318	79.0	-71.260994	31.845121	3.3933663	-141.31812	840000	-1.4901161e-08	547.2009	-0.017012723	-142.93861	0.27712274	0.012773369	0.086134456	79.0	397.9157769680023
84	-158.52914	36.05216	-97.0334	-314.1701	79.0	-72.74998	33.61671	5.54037	-141.76663	850000	9.934108e-09	423.26855	-0.015737534	-124.79255	0.27795756	0.00963651	0.07663065	79.0	402.4779999256134
85	-162.526	38.18963	-107.80819	-284.37616	79.0	-70.42398	31.499376	2.3832183	-138.11757	860000	3.7252903e-09	459.40683	-0.016068665	-113.85586	0.2933326	0.0069782417	0.0747299	79.0	406.8888876438141
86	-156.65042	35.556705	-94.8467	-264.49545	79.0	-72.39957	32.883797	8.797434	-136.48337	870000	9.313226e-09	457.14648	-0.016363991	-110.29932	0.29210496	0.00929579	0.082733095	79.0	410.93990874290466
87	-150.42235	33.49558	-103.03083	-284.23102	79.0	-68.39002	31.34816	2.4036546	-133.21548	880000	4.346172e-09	346.1218	-0.016270192	-60.498768	0.30267397	0.010011829	0.08633453	79.0	415.5329649448395
88	-160.452	36.859215	-101.00145	-268.7679	79.0	-67.77448	30.508362	6.270261	-132.90973	890000	9.934108e-09	457.7173	-0.015322794	-108.2689	0.29447106	0.008435165	0.07743097	79.0	420.2814350128174
89	-154.34966	32.494095	-96.45549	-289.90356	79.0	-68.98827	33.220943	2.5882263	-132.9165	900000	1.3038516e-08	327.58228	-0.017637834	-66.38658	0.30147386	0.011752474	0.0852341	79.0	424.92179894447327
90	-155.05759	39.648903	-91.4551	-321.57782	79.0	-69.4362	32.697002	14.413732	-139.40073	910000	-1.1175871e-08	471.60202	-0.01740084	-99.50257	0.29590595	0.009962261	0.08373349	79.0	429.4532015323639
91	-154.01532	34.319496	-102.52299	-276.26395	79.0	-66.39642	31.372707	3.6969848	-134.67278	920000	-7.450581e-09	370.57007	-0.017641718	-88.404236	0.29977	0.010210206	0.08303321	79.0	434.0821342468262
92	-149.61955	32.973175	-96.36381	-292.18732	79.0	-66.8982	31.622944	4.294142	-133.80812	930000	-6.208817e-09	361.5897	-0.015805697	-80.23093	0.29442337	0.011262377	0.077030815	79.0	438.93630194664
93	-150.04584	38.848904	-93.99558	-314.00818	79.0	-66.67234	31.166273	5.3522253	-129.10132	940000	-4.967054e-09	403.15335	-0.017136222	-108.53907	0.29253885	0.010658576	0.079931974	79.0	443.7305362224579
94	-146.88484	31.80341	-83.95126	-245.2147	79.0	-66.271255	31.478891	3.6539497	-135.7985	950000	2.7939677e-08	395.60327	-0.016730888	-115.70138	0.3030424	0.010129013	0.10004002	79.0	449.223103761673
95	-154.08142	35.87655	-99.649055	-265.98172	79.0	-63.82167	30.190453	4.7867866	-128.47238	960000	-4.967054e-09	427.83755	-0.017739417	-103.92307	0.2978699	0.011351213	0.08883554	79.0	454.24569749832153
96	-149.76488	39.80262	-85.46804	-316.754	79.0	-67.06546	31.457912	4.3148656	-135.98717	970000	9.934108e-09	545.227	-0.016338723	-140.21196	0.3014998	0.005183538	0.07533013	79.0	458.38520312309265
97	-149.01674	37.619682	-94.98404	-276.4601	79.0	-66.09376	31.656874	7.0406227	-141.53305	980000	-1.7384687e-08	436.8842	-0.01764076	-106.795654	0.30939576	0.012182549	0.09093637	79.0	462.8765847682953
98	-145.28323	34.409393	-91.71732	-301.0672	79.0	-65.30021	30.68148	7.747748	-137.03261	990000	4.346172e-09	397.6005	-0.016452594	-97.90524	0.3246474	0.00759959	0.08353341	79.0	466.77356576919556
99	-148.03699	39.189068	-88.76829	-339.4907	79.0	-63.61917	30.032537	4.707985	-128.01334	1000000	1.4901161e-08	449.4625	-0.018255763	-122.87787	0.2907359	0.013183228	0.09233693	79.0	472.38865184783936
100	-138.50806	29.68873	-90.92622	-243.75035	79.0	-63.362587	30.505396	7.5464344	-142.00882	1010000	7.450581e-09	331.40402	-0.01588427	-85.0127	0.29736724	0.0081377765	0.08213285	79.0	477.19632363319397
101	-147.00119	37.064224	-82.78479	-296.61447	79.0	-61.39671	29.982088	6.2337246	-137.07901	1020000	-2.7939677e-09	514.95435	-0.01982673	-117.46335	0.3142778	0.01273131	0.08863545	79.0	481.92014050483704
102	-140.11758	33.378033	-87.21756	-253.9828	79.0	-63.454296	31.269402	7.2460527	-136.01855	1030000	-9.934108e-09	393.4977	-0.016914329	-82.53051	0.312206	0.008620903	0.080632254	79.0	486.0255687236786
103	-139.42711	33.84398	-85.104294	-267.51785	79.0	-60.608368	29.91522	4.4008493	-132.89595	1040000	1.800557e-08	375.42966	-0.015596536	-55.295155	0.30074728	0.011439941	0.07993197	79.0	490.1826295852661
104	-139.37389	34.928196	-79.983894	-256.78467	79.0	-60.778748	29.646818	5.694564	-127.69947	1050000	7.450581e-09	390.54224	-0.017785072	-71.99617	0.30919746	0.011300064	0.08393357	79.0	494.0088152885437
105	-138.97467	39.72683	-81.52359	-364.36453	79.0	-61.17566	28.576641	8.30058	-128.23004	1060000	4.967054e-09	488.9755	-0.016607827	-106.41776	0.2973075	0.011980672	0.08963585	79.0	498.76043915748596
106	-142.77068	33.79603	-86.76767	-304.00375	79.0	-58.656574	28.870436	3.922978	-134.01245	1070000	-1.4901161e-08	405.7277	-0.017101899	-73.15916	0.32185626	0.012158732	0.089135654	79.0	502.81368255615234
107	-140.25806	35.242523	-75.75329	-271.44965	79.0	-62.068565	29.806707	4.8101397	-141.28813	1080000	-1.9247333e-08	446.59476	-0.01757151	-73.36265	0.32238427	0.008712426	0.089135654	79.0	508.6292700767517
108	-138.74936	32.461304	-88.21704	-265.5115	79.0	-60.63713	29.40696	7.15728	-121.80936	1090000	9.934108e-09	363.30563	-0.016246451	-54.7052	0.30693746	0.0089299595	0.07683074	79.0	514.7340483665466
109	-133.91048	36.840195	-75.815544	-273.98315	79.0	-59.174515	29.032389	8.327324	-107.429344	1100000	-1.4901161e-08	466.64404	-0.016741391	-98.88825	0.3121734	0.010893601	0.08713486	79.0	518.9997396469116
110	-137.55135	34.814613	-83.83706	-267.8995	79.0	-59.420605	29.87506	4.5321608	-142.78496	1110000	7.450581e-09	408.87296	-0.015842983	-92.97015	0.32005563	0.007651323	0.08093237	79.0	524.8123009204865
111	-132.80243	28.675125	-83.23566	-214.02046	79.0	-58.976852	30.057152	4.5334635	-144.22011	1120000	1.3659398e-08	382.88535	-0.016831622	-109.03562	0.30609512	0.014907968	0.089735895	75.0	530.0940403938293
112	-132.93971	35.78731	-81.226974	-292.01578	79.0	-57.900574	28.892628	4.453635	-116.68983	1130000	4.967054e-09	396.73062	-0.01841939	-60.621517	0.30507615	0.011877771	0.09043617	79.0	534.8797290325165
113	-133.44353	35.289146	-76.17459	-311.44135	79.0	-56.986675	28.036665	7.6316824	-129.84024	1140000	2.483527e-09	441.89444	-0.017041918	-88.652794	0.30927444	0.011572803	0.081932776	79.0	539.8140625953674
114	-129.57385	31.186604	-84.130936	-220.72311	79.0	-59.49668	29.741127	4.2234893	-144.35448	1150000	4.967054e-09	444.6935	-0.01604428	-146.91942	0.31214663	0.012100846	0.093337335	79.0	543.8972320556641
115	-132.29857	37.90719	-75.17087	-323.3688	79.0	-56.36352	27.104317	2.2591107	-101.24589	1160000	-1.1175871e-08	451.5784	-0.01687464	-102.77921	0.3139595	0.00955131	0.09303721	79.0	548.3645980358124
116	-129.15009	33.141045	-78.48205	-250.86534	79.0	-55.910175	29.17229	0.970181	-136.78696	1170000	4.967054e-09	438.31787	-0.015786031	-137.97179	0.31708077	0.015239316	0.091436565	63.0	552.7565081119537
117	-130.7631	38.180603	-78.701904	-366.7843	79.0	-54.409576	27.138805	3.3115947	-118.10734	1180000	7.450581e-09	514.0113	-0.018428447	-85.023865	0.32477507	0.010532975	0.096738696	79.0	558.3558738231659
118	-130.47806	36.487495	-65.446724	-336.09036	79.0	-55.28023	27.63242	3.0631733	-123.2102	1190000	4.967054e-09	409.85953	-0.016628645	-92.25904	0.31064698	0.010839682	0.082733095	79.0	562.9510161876678
119	-131.73633	35.95729	-63.65642	-242.42111	79.0	-55.80883	28.673042	2.160051	-132.91222	1200000	7.450581e-09	430.73526	-0.018867655	-79.33648	0.32738343	0.0136742545	0.096138455	79.0	569.2015335559845
120	-120.360085	31.073498	-64.64225	-213.63794	79.0	-55.51733	27.283514	3.7501848	-117.23305	1210000	4.967054e-09	382.929	-0.017606234	-93.5503	0.318421	0.013561654	0.09563825	79.0	573.544739484787
121	-128.05525	37.47803	-75.99908	-331.2705	79.0	-52.2321	26.196247	13.444771	-97.91073	1220000	-2.2351742e-08	494.7205	-0.016492	-89.83848	0.32167417	0.010140818	0.0817327	79.0	578.516496181488
122	-126.94896	29.501333	-75.70554	-243.78282	79.0	-53.431904	26.719355	2.8007522	-111.76915	1230000	-1.2417634e-08	314.64908	-0.016745282	-56.86732	0.3291855	0.010839127	0.0902361	79.0	583.4216680526733
