Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	Time
14	-459.847	82.59103	-284.53036	-658.0532	79.0	-70.14073	17.337425	20.54976	-76.803795	150000	-0.009728335	21809.05	-0.0011801177	-940.58496	1.0149622	0.0006827596	127.65281057357788
15	-459.63824	91.71385	-190.9667	-699.82385	79.0	-73.571724	18.45556	7.887143	-80.933754	160000	-0.016046353	22230.16	-0.0013266038	-956.0337	1.0010091	0.00055468443	136.20996356010437
16	-458.243	103.555786	-172.9764	-720.5098	79.0	-76.789215	20.128183	9.649495	-85.114655	170000	0.009713827	20997.602	-0.00018486351	-897.4116	0.9465187	0.00011267351	144.50074934959412
17	-448.62012	85.53306	-282.69492	-674.4955	79.0	-80.25347	21.255915	17.430908	-89.20494	180000	-0.01748779	18570.14	-0.0006636572	-818.729	0.94002223	0.00011534471	152.69926404953003
18	-442.42352	86.26574	-176.49371	-658.3563	79.0	-83.04207	22.809927	19.646873	-93.12261	190000	-0.010634053	16682.533	-0.00016917847	-753.8108	0.9490561	0.000644602	162.27666020393372
19	-465.099	93.780365	-251.28378	-739.051	79.0	-86.44795	23.663801	14.483559	-96.91856	200000	-0.019441858	19163.07	-0.00044344156	-855.59937	0.93710923	0.0002875629	170.83203983306885
20	-460.23328	94.38733	-247.53596	-697.0542	79.0	-89.58076	25.332256	12.535616	-100.97241	210000	0.0016133226	17594.02	-4.313764e-05	-805.1941	0.9338507	0.00019393786	180.4285373687744
21	-451.0612	93.46747	-224.74124	-727.39343	79.0	-92.573166	27.023483	17.224833	-104.98034	220000	0.011789851	15650.15	-0.000102790946	-697.17334	0.91815686	-0.000102514	192.26420998573303
22	-444.94122	94.14374	-171.77046	-722.58014	79.0	-95.02694	28.424696	12.432558	-108.74097	230000	-0.027206525	14645.721	-0.00029047183	-683.4646	0.90676343	5.2459378e-05	202.96259713172913
23	-461.8766	97.21102	-243.40224	-708.5159	79.0	-98.35304	29.358772	12.687721	-112.42047	240000	-0.011185237	15957.848	-0.00027054083	-744.24194	0.87782365	8.857615e-05	213.2855772972107
24	-441.12137	96.463745	-210.21628	-697.88336	79.0	-101.86377	29.954653	45.59501	-116.329666	250000	-0.026638549	12704.555	-0.0004926636	-604.2446	0.8698286	0.00032668986	222.2689938545227
25	-434.5112	88.78851	-237.6577	-700.3923	79.0	-103.44606	32.05173	11.215424	-119.8259	260000	-0.019649815	11775.5625	-0.00040086033	-566.0498	0.90768063	0.000574094	233.8998236656189
26	-440.79935	106.279396	-194.05363	-712.88446	79.0	-105.96448	33.40861	8.134477	-123.21057	270000	-0.031039553	12219.038	-0.00040498783	-562.8274	0.8681838	0.00017497982	243.40824437141418
27	-451.73825	85.07567	-223.45506	-676.8845	79.0	-107.61402	34.802757	8.942565	-126.63374	280000	-0.005521998	12292.932	-1.2204051e-05	-651.7473	0.81706357	5.96982e-05	252.95734572410583
28	-439.26797	112.41407	-190.53644	-751.2297	79.0	-111.3064	36.21133	12.545825	-130.23468	290000	-0.029494025	11516.359	-0.00024217507	-555.843	0.8320268	0.00013761058	262.2907247543335
29	-450.7959	103.344925	-209.02942	-707.4622	79.0	-111.92335	38.38456	13.024647	-133.61	300000	-0.015581816	11482.703	-0.00044851727	-628.2372	0.82442224	0.000527933	271.5454180240631
30	-450.03326	93.191	-208.43126	-708.0821	79.0	-114.75256	39.221245	15.098368	-137.04868	310000	0.012148866	10932.814	-1.9899104e-05	-580.01733	0.8100998	-8.607742e-06	281.1864790916443
31	-448.65903	97.72243	-229.05194	-743.2632	79.0	-118.09205	39.902176	15.4432955	-140.51584	320000	-0.023154132	10643.946	-0.0001742593	-594.5375	0.8179847	-3.206932e-05	292.39292645454407
32	-435.48575	97.62908	-221.10565	-738.66925	79.0	-118.142815	42.884907	8.826175	-143.97807	330000	-0.0075713694	9130.513	-0.00021333108	-538.3867	0.7921767	9.523713e-05	301.55740118026733
33	-437.49533	104.07218	-167.45654	-724.52094	79.0	-121.1713	42.918274	16.26347	-147.18126	340000	-0.0015814691	9186.353	-0.00010078959	-502.0869	0.7824367	6.530982e-05	310.91298747062683
34	-457.34567	98.11285	-265.84406	-729.10187	79.0	-123.22745	44.590443	8.80302	-150.39749	350000	-0.014759814	10280.394	-0.00025205454	-590.79004	0.7595226	-0.00016404875	319.375764131546
35	-448.0937	102.20154	-233.17488	-741.06995	79.0	-126.941124	44.564938	14.87199	-153.91168	360000	-0.004474759	8865.793	-0.000109493994	-498.4956	0.76936454	0.0001899337	327.62444829940796
36	-439.32516	101.1239	-158.56679	-690.58124	79.0	-128.62224	46.318405	19.562838	-157.21588	370000	-0.018078594	8347.293	-0.00012048008	-502.0182	0.76305306	6.018199e-06	336.00212144851685
37	-450.91714	105.04817	-205.03014	-723.59094	79.0	-129.33116	48.102467	18.944817	-160.2726	380000	0.007603267	8597.711	-9.98858e-06	-537.8368	0.74458873	1.6577917e-05	344.24752283096313
38	-452.96347	93.64066	-231.22008	-660.5412	79.0	-131.41403	50.02543	7.261881	-163.46455	390000	-0.006293685	8518.699	-0.00028405257	-526.9203	0.7277628	0.00014570056	352.63583636283875
39	-439.85797	95.3985	-250.84386	-661.69415	79.0	-133.69415	49.95202	6.633766	-166.74918	400000	-0.0026981765	7255.125	-0.00020858226	-445.77368	0.76156485	0.00028135732	361.21407079696655
40	-450.99762	96.85749	-217.66545	-688.5826	79.0	-134.16612	50.931038	13.76621	-169.72942	410000	-0.023611028	7547.9062	-0.00023566175	-487.0193	0.7281889	0.0002575632	370.7572169303894
41	-452.9962	102.01882	-230.6085	-669.6431	79.0	-136.43517	53.189327	5.187808	-172.8034	420000	0.007606363	7469.7666	-0.0002566732	-526.0924	0.7212339	9.958726e-05	379.4217619895935
42	-437.96515	95.288124	-219.41438	-681.1937	79.0	-140.25905	54.202602	6.4191027	-175.9708	430000	0.004339235	6483.8774	-5.9277518e-05	-493.80017	0.707189	8.718225e-06	387.86691522598267
43	-453.40204	94.179886	-217.81813	-712.69354	79.0	-138.5975	56.19271	3.331376	-178.9019	440000	-0.0019191792	6761.334	-0.00034976844	-515.4551	0.68246496	-0.00012273176	396.80737566947937
44	-441.47543	106.565384	-217.18578	-702.65796	79.0	-140.65138	57.7197	12.473979	-181.87253	450000	-0.0049382965	6545.1787	-0.00014274486	-454.46643	0.6906716	0.00017419757	405.0943193435669
45	-444.13	98.80486	-203.26024	-673.97406	79.0	-141.01268	58.767357	7.32919	-184.68968	460000	-0.018272504	5886.6074	-0.0001329435	-437.77295	0.66282016	-0.00010918134	413.2512834072113
46	-458.4603	100.65967	-131.64876	-674.57166	79.0	-144.66776	58.051334	5.2512465	-187.48239	470000	-0.011299143	6910.6743	-0.00015666697	-459.3545	0.68740475	5.7389392e-05	421.56645607948303
47	-452.1791	98.52196	-144.25792	-757.5581	79.0	-146.63965	58.33918	3.4757323	-190.69836	480000	-0.009149611	6057.2207	-0.00028561894	-426.11163	0.6529871	7.366639e-05	430.45632100105286
48	-439.18365	98.88027	-220.69449	-646.81213	79.0	-146.19128	62.067326	7.943475	-193.66862	490000	-0.008988861	5106.4766	1.5370897e-06	-423.10986	0.6472185	0.000109129505	439.0051476955414
49	-428.50217	98.170296	-227.27771	-647.15295	79.0	-146.25896	63.456276	6.8144503	-196.27034	500000	0.01865314	4849.627	-0.00012177543	-526.04474	0.6174494	-4.9851027e-05	447.4644339084625
50	-440.73044	97.402565	-242.02502	-675.20013	79.0	-147.69244	62.946766	3.7029684	-198.54951	510000	-0.0035308693	5167.826	-0.00010342803	-566.807	0.647715	0.000103159	455.88493847846985
51	-454.35394	101.38191	-153.4232	-744.7085	79.0	-152.05217	63.06681	0.9502256	-201.10861	520000	-0.012026077	5536.88	-0.00021561515	-523.52484	0.6052314	1.5573656e-05	464.3799707889557
52	-428.88165	97.49087	-164.67958	-689.38794	79.0	-153.0044	64.129036	1.4249303	-203.85352	530000	-0.01797478	4373.8623	-0.0003386424	-431.27277	0.592562	0.0002044605	472.9061496257782
53	-439.02036	117.599205	-221.91301	-719.0854	79.0	-151.85446	64.83699	7.4945736	-206.1245	540000	0.0065006604	5289.174	-5.7404162e-05	-505.87512	0.558836	-9.221198e-05	481.7116401195526
54	-438.67145	109.98701	-196.47296	-690.5743	79.0	-152.15013	66.42151	5.951358	-208.50702	550000	-0.044560708	4976.139	-0.00012670155	-489.26147	0.58528954	-0.00013983814	490.17610478401184
55	-446.37802	104.9944	-200.60573	-776.03876	79.0	-156.17383	66.81102	9.038552	-210.97032	560000	-0.008676702	4715.884	-0.0002562924	-437.3921	0.5578151	2.7052694e-05	498.6676170825958
56	-444.95514	102.76407	-207.92863	-771.0711	79.0	-156.15584	66.96054	2.5297115	-213.60182	570000	-0.009642208	4513.696	-0.00011160923	-466.34546	0.54497087	0.00012280307	507.03559613227844
57	-443.09155	100.01939	-221.87425	-688.0823	79.0	-158.28247	68.878944	5.0122814	-215.98042	580000	-0.009738174	4451.3145	-0.00034525804	-486.71802	0.57078767	5.9595415e-05	515.3498504161835
58	-438.2597	112.5218	-168.37831	-804.60004	79.0	-159.21127	68.86564	1.6978407	-218.40958	590000	0.022676356	4651.0835	8.025952e-05	-511.20435	0.53627145	-6.998151e-05	523.5728631019592
59	-447.05237	106.55999	-115.314255	-729.8103	79.0	-157.2624	70.80386	0.90641713	-220.59904	600000	0.022308327	4417.866	-2.2867811e-05	-517.16895	0.54093754	0.00019081954	531.9384803771973
60	-429.40756	107.9889	-155.80823	-728.7392	79.0	-157.99608	71.371796	3.4079075	-223.08638	610000	0.014745487	4221.34	-0.00014441134	-499.8319	0.50590056	-0.00016784685	540.9980523586273
61	-448.80548	110.42527	-172.00935	-744.35693	79.0	-155.90727	71.38266	5.3722267	-225.0775	620000	0.011641132	4490.465	-0.000121027115	-622.49066	0.51261383	1.2745877e-05	549.5102880001068
62	-439.95325	103.42766	-192.89459	-724.6427	79.0	-161.66412	73.90234	3.5577075	-227.53577	630000	-0.013743553	4137.6777	-0.00014024042	-528.8257	0.5515426	0.00020082247	558.6909086704254
63	-441.4561	102.8171	-179.76291	-724.845	79.0	-159.4503	73.451256	8.506922	-229.65865	640000	0.022819348	3863.2915	-0.00016308855	-524.2773	0.54234105	3.6172663e-05	567.6705391407013
64	-417.49576	113.3609	-124.59005	-707.8135	79.0	-162.27354	75.131805	10.006834	-231.58481	650000	-0.022305591	4075.6208	-8.821371e-05	-544.2051	0.5013726	0.0001845153	575.9020707607269
65	-437.36877	107.71465	-171.50876	-731.331	79.0	-158.53195	73.818245	16.865183	-233.15031	660000	0.011712179	4307.569	2.8192531e-05	-583.0262	0.4921054	4.4110493e-06	584.3170838356018
66	-427.0263	108.926445	-175.06369	-759.55176	79.0	-160.17993	73.94412	15.356546	-235.24217	670000	0.014567003	3798.519	-8.9562964e-05	-534.6084	0.49042815	0.0001259498	593.2426316738129
67	-437.85535	101.51762	-215.53896	-668.35046	79.0	-160.09277	74.99977	8.459328	-236.79163	680000	-0.026671123	4127.418	-0.00014629494	-563.09735	0.48628914	0.00010796881	601.7725358009338
68	-433.23743	112.1385	-138.03023	-734.09863	79.0	-166.09497	76.05143	7.3251066	-238.72516	690000	0.02077246	4147.9014	-7.2192866e-05	-515.78064	0.48011664	1.7673741e-05	610.5106222629547
69	-429.04395	111.33375	-121.061195	-768.729	79.0	-167.1233	77.085884	11.72783	-240.55396	700000	0.013197532	4027.9836	-7.644785e-05	-635.5226	0.4780087	4.149099e-05	619.3819975852966
70	-432.56866	111.97045	-143.46802	-652.46906	79.0	-160.81795	76.89077	6.81147	-242.16866	710000	-0.013625533	3846.2847	-0.0002876236	-522.6776	0.48030365	7.5358475e-06	627.9473166465759
71	-423.9273	95.84977	-197.24889	-715.41095	79.0	-164.14375	77.31835	7.7994547	-243.80635	720000	-0.013037022	3335.303	-0.00018452684	-528.9923	0.4489975	-0.00010962669	636.7371718883514
72	-440.01144	110.399734	-165.86519	-701.913	79.0	-160.1346	78.35233	8.422114	-245.25117	730000	0.0067374418	4172.536	-2.9698014e-05	-696.215	0.4639226	5.2242613e-06	645.0092008113861
73	-431.26917	106.058	-179.06581	-693.35156	79.0	-165.61685	79.83479	8.521296	-247.40843	740000	0.009078929	3586.4885	-2.5254674e-05	-573.5661	0.4426683	0.00014287219	653.2100579738617
74	-431.8838	106.8533	-189.37057	-691.4575	79.0	-161.31139	79.1156	7.3167214	-249.21465	750000	0.032202158	3689.5613	-1.9720057e-05	-704.20294	0.46172327	3.1228905e-05	661.4971148967743
75	-419.20688	96.49861	-192.02867	-680.08405	79.0	-162.89435	78.93445	15.495921	-250.816	760000	0.024097264	3023.6692	-0.00013404526	-527.88025	0.486017	1.1220329e-05	671.0685396194458
76	-434.05765	111.83794	-192.62735	-724.6517	79.0	-163.00027	78.39108	11.446572	-252.04085	770000	-0.007288115	4004.727	-5.0991774e-05	-617.5942	0.45218682	-1.2471277e-05	679.5765995979309
77	-416.33536	106.26434	-198.5153	-708.39874	79.0	-163.70038	81.54239	9.279277	-253.4371	780000	-0.0016760454	3508.4497	-0.00012251083	-558.1607	0.50366896	3.7176844e-05	687.8433773517609
78	-435.23935	103.93928	-160.21469	-684.9249	79.0	-160.48918	80.04072	8.11364	-254.5631	790000	0.01904789	3533.1309	-0.00011881208	-624.11	0.4873196	0.00011955587	696.5937888622284
79	-412.1384	109.33913	-180.74626	-651.9871	79.0	-164.51305	80.29913	12.014076	-256.30637	800000	-0.0005168952	3516.2632	-8.435501e-05	-617.17456	0.5056554	5.3553955e-05	704.8377819061279
80	-437.4758	96.37077	-154.49573	-684.7436	79.0	-163.74994	81.56653	10.294541	-257.3791	810000	-0.006463363	3359.8848	-8.768926e-05	-670.51056	0.491727	0.00012923488	714.475355386734
81	-434.0252	107.288925	-192.72891	-700.4231	79.0	-170.5698	83.08757	5.5240874	-258.9039	820000	-0.02006019	3638.7114	-6.9524394e-05	-533.5941	0.43764472	5.6756577e-05	722.9615094661713
82	-431.60083	116.9006	-178.2225	-817.08185	79.0	-165.79895	82.40312	4.9104524	-260.7418	830000	0.0020064823	4002.2717	-0.000102964696	-726.5674	0.44577703	6.502928e-05	731.9171607494354
83	-436.78787	117.44189	-150.9384	-830.44916	79.0	-168.78514	82.42753	10.555538	-262.16165	840000	-0.008339072	3567.523	-0.00012516603	-488.82562	0.45697618	5.565151e-06	740.549699306488
84	-436.77112	112.20587	-144.10344	-679.99475	79.0	-167.0656	81.691765	9.115843	-263.60114	850000	-0.017483253	3958.482	-4.112115e-05	-748.4518	0.48491174	2.0948253e-05	748.7204852104187
85	-436.28717	108.88678	-174.86183	-717.8953	79.0	-168.46132	82.92863	22.99976	-265.0342	860000	0.022405034	3292.0996	1.4174031e-05	-507.56903	0.45952088	0.00010796265	756.9887526035309
86	-432.70895	124.45433	-137.06282	-716.0429	79.0	-166.37888	80.4884	9.161287	-266.53833	870000	0.01924758	4282.7573	-0.00011646375	-867.846	0.43897802	3.7755664e-05	765.2166385650635
87	-441.40707	122.86297	-172.22728	-697.29395	79.0	-167.78976	83.079346	7.455546	-268.0782	880000	0.004971264	3888.7278	-0.00028511113	-630.128	0.4782825	4.7337293e-05	773.7222273349762
88	-439.5084	112.081764	-162.86337	-730.0573	79.0	-171.72957	84.13062	10.215306	-270.11118	890000	0.029038068	3436.793	-0.0001627421	-606.791	0.46745884	1.6683065e-05	782.1920483112335
89	-443.6841	108.35039	-178.44284	-819.36053	79.0	-169.31683	83.275566	8.610563	-271.7205	900000	-0.0056974282	3736.9482	-7.511827e-05	-766.96246	0.4696659	0.00014241651	790.7568528652191
90	-432.20233	101.182465	-151.51448	-641.7877	79.0	-174.12958	84.623245	11.466427	-273.3147	910000	0.002150081	2989.6118	-6.954186e-05	-436.79004	0.5050004	0.0001723751	798.8805642127991
91	-421.4079	115.61679	-180.1147	-719.4425	79.0	-173.84862	84.22732	3.1297731	-274.45178	920000	-0.01500846	3622.1814	6.4205495e-05	-594.03284	0.48752347	8.25516e-05	807.3350818157196
92	-445.06995	115.052765	-109.45325	-782.5212	79.0	-167.44435	83.13777	5.661677	-275.32248	930000	0.020067215	3764.017	-0.00011028233	-563.74646	0.49164683	4.4426342e-06	815.6108222007751
93	-427.21213	102.14004	-162.35889	-684.8995	79.0	-174.33667	86.35715	6.48334	-277.3134	940000	-0.0077446355	3465.0342	-0.00016687624	-622.57434	0.48592308	-9.449008e-06	823.9507012367249
94	-440.61884	105.55114	-239.6256	-689.9996	79.0	-166.3382	85.87088	4.5382624	-278.1576	950000	-0.0008620112	3471.1675	-3.405381e-05	-471.10248	0.49673867	1.1601482e-05	832.3438580036163
95	-444.19342	102.008194	-185.17172	-712.61584	79.0	-171.67543	86.07739	12.241787	-279.4502	960000	0.01553507	3068.9688	-0.00018693414	-422.32648	0.498702	7.543508e-05	840.657678604126
96	-412.41602	99.86228	-171.83255	-621.1471	79.0	-172.12746	84.79255	54.42688	-281.04816	970000	0.00076749874	3013.5393	-0.0001196058	-494.9944	0.524781	8.0235055e-05	849.0254120826721
97	-428.8653	113.26445	-161.21233	-692.3483	79.0	-166.58862	83.74279	8.633784	-281.76447	980000	-0.02481072	3670.0828	-7.584039e-05	-678.221	0.5468974	-0.00012959393	858.0722589492798
98	-415.10635	103.6534	-188.07094	-652.69464	79.0	-166.0914	84.46914	9.779804	-282.90558	990000	0.0186962	3199.3389	-0.000427993	-625.233	0.5042895	0.00036520674	866.3102858066559
99	-436.95193	103.74444	-133.9698	-704.4215	79.0	-169.58116	83.19872	17.394073	-283.5163	1000000	2.4811365e-05	3435.8022	-0.00034085847	-566.42255	0.5251349	0.00015119127	874.4610242843628
100	-417.304	107.19605	-187.85573	-689.75006	79.0	-173.46585	86.29155	6.4574447	-284.66437	1010000	-0.034912683	3437.7957	6.480981e-05	-577.24976	0.5387335	0.00010032564	883.2979590892792
101	-429.9836	109.40113	-181.9613	-722.92163	79.0	-169.64706	81.3204	10.379759	-285.14532	1020000	0.0011586528	3413.5132	-2.3489818e-05	-528.595	0.56236935	1.946708e-05	891.5566289424896
102	-416.28735	113.08561	-166.4245	-680.49664	79.0	-172.41158	84.94768	2.110942	-286.44342	1030000	-0.02176803	3460.9124	-0.00014580204	-601.43756	0.5465078	1.336784e-05	899.7950744628906
103	-436.59653	121.5284	-167.50638	-721.8359	79.0	-166.2195	82.043686	4.5765877	-287.2329	1040000	-0.020443086	3773.935	-0.00014749868	-798.9622	0.56934035	-0.00011401376	909.57422041893
104	-445.96942	111.13774	-177.1367	-702.4221	79.0	-171.62051	84.457855	12.299666	-288.79138	1050000	-0.0040003937	3225.3416	-5.164789e-05	-524.6793	0.5612716	4.2126332e-05	921.0263245105743
105	-435.7918	119.255104	-172.71872	-808.3049	79.0	-174.29932	85.63931	14.638672	-290.53003	1060000	0.0052362857	3789.473	-0.00020716852	-603.02576	0.5250008	-3.162926e-05	932.1573123931885
106	-450.09344	105.66002	-162.64653	-709.92145	79.0	-173.77768	88.9172	23.355694	-292.12888	1070000	-0.01808811	3536.5854	-0.00016548019	-648.5503	0.51912236	0.000111957605	943.509931564331
107	-441.14618	112.68674	-206.27342	-755.4974	79.0	-177.16818	88.89436	10.272518	-293.52612	1080000	0.0305568	3787.7212	-3.7505728e-05	-683.85767	0.5151361	2.2641141e-05	955.5371363162994
108	-422.6854	109.23575	-188.98962	-728.9449	79.0	-172.7024	89.79493	11.632099	-294.6905	1090000	-0.024337329	3297.2766	-0.0002478147	-847.09076	0.51412785	9.76191e-05	964.6937620639801
109	-430.6506	108.8352	-209.8228	-715.8057	79.0	-167.32602	84.83078	24.427834	-295.97745	1100000	-0.032824785	3360.5083	-0.00016462912	-591.1022	0.5271211	1.2980352e-05	973.9110953807831
110	-437.58328	114.67559	-151.94537	-707.6685	79.0	-168.88188	88.13024	11.8683605	-297.09735	1110000	0.0027727932	3565.9814	-1.2244331e-05	-616.9776	0.53588176	5.2357056e-05	982.2815716266632
111	-416.98172	97.13015	-226.21712	-620.71936	79.0	-174.06897	88.540634	9.407547	-298.22626	1120000	-0.009776608	2815.7173	-0.00014780182	-558.7439	0.545878	0.00012431545	990.8296642303467
112	-434.18396	118.22554	-119.16714	-708.9163	79.0	-161.8386	83.38234	2.0484338	-299.11945	1130000	0.021178085	3661.3296	-2.5498448e-05	-726.3533	0.5000277	-9.131389e-06	998.9509491920471
113	-448.69675	115.97773	-158.84117	-789.52246	79.0	-170.94373	87.39312	14.920551	-300.43634	1140000	-0.014687509	3594.9517	-2.3836561e-05	-486.38678	0.5521311	1.0516004e-05	1007.2025375366211
114	-454.09402	106.26982	-168.35747	-706.31525	79.0	-178.52388	91.43366	9.854625	-302.18582	1150000	0.0046003684	3267.4246	-0.0003183523	-536.812	0.5527884	0.00020969432	1015.610113620758
115	-431.10327	99.75002	-169.2886	-681.0724	79.0	-178.29431	92.75282	16.191769	-303.84137	1160000	-0.0067596897	3099.0813	-0.00014551217	-551.9687	0.55455565	7.3299707e-06	1024.1287574768066
116	-443.1268	118.8436	-158.50175	-704.4441	79.0	-168.72847	85.42218	12.59543	-304.41516	1170000	-0.029513028	4023.9922	-3.7716236e-05	-723.2065	0.5583136	3.1025196e-05	1033.0881943702698
117	-443.68146	101.47039	-180.10268	-689.47845	79.0	-175.666	88.31565	10.270956	-305.94272	1180000	0.023857389	3166.4814	-0.00014213612	-685.1618	0.5606406	-9.722135e-07	1041.331075668335
118	-424.08365	119.85872	-162.91127	-739.5435	79.0	-176.66652	90.15604	5.263802	-306.7372	1190000	-0.0012443494	3702.3926	-0.00012744428	-642.9486	0.5615535	-1.9405836e-05	1049.6515996456146
119	-439.34924	100.72966	-193.53645	-665.87775	79.0	-169.77107	86.69463	13.093947	-307.58597	1200000	0.007506634	3115.937	-6.0920836e-05	-601.35675	0.5598095	1.52337525e-05	1058.038296699524
120	-449.89172	115.626686	-172.91724	-718.36005	79.0	-176.29002	87.010574	7.3838573	-308.98102	1210000	0.0030963868	3461.1553	-0.00028994965	-661.91925	0.5615889	-0.000101582955	1066.9201374053955
121	-433.2223	99.28124	-190.40408	-662.235	79.0	-177.7555	91.09111	18.318867	-310.3278	1220000	-0.03363651	3343.3025	5.2233925e-05	-804.659	0.56563413	-4.947074e-05	1075.2183182239532
122	-441.915	102.72532	-174.56906	-681.5709	79.0	-173.69714	90.57685	14.907915	-310.47156	1230000	0.01792347	3354.3784	-5.903002e-05	-645.2216	0.5708499	4.5924902e-05	1083.786841392517
123	-425.48935	95.92271	-184.06833	-700.80164	79.0	-170.75986	91.91874	10.01605	-311.3088	1240000	0.005280396	2883.1572	-0.0001388457	-543.83673	0.5215862	0.00013103464	1092.9468998908997
124	-442.6418	116.98168	-124.07186	-757.99854	79.0	-168.53563	86.79076	16.882256	-312.21857	1250000	0.009989219	3811.4468	-0.00018428406	-705.1575	0.5921426	4.5494064e-05	1101.4023621082306
125	-433.68088	107.54038	-151.4037	-711.45654	79.0	-173.6475	90.87769	14.192984	-313.7296	1260000	-0.008615555	3262.1665	-0.00018085027	-532.9665	0.5486201	1.1504131e-05	1109.7380826473236
126	-441.00385	109.75769	-199.01093	-748.2774	79.0	-175.1695	88.10452	7.0785193	-314.74435	1270000	0.01727609	3215.124	-0.00021893904	-527.7129	0.57193655	4.956169e-05	1117.9879710674286
127	-448.78818	107.39577	-190.93263	-737.57635	79.0	-176.04253	89.37136	7.3570457	-315.81818	1280000	-0.008840348	3496.9446	-0.00015848968	-640.1687	0.55993557	-6.380936e-05	1126.5193326473236
128	-433.1343	113.01686	-173.52055	-711.80444	79.0	-178.66064	91.743065	17.665821	-317.95044	1290000	0.008206514	3569.547	-0.00018403036	-711.7754	0.5886932	0.00034679234	1134.9645216464996
129	-453.9618	112.05676	-108.0511	-734.69403	79.0	-172.16495	87.46749	15.8175125	-318.0371	1300000	-0.008095297	3382.4316	-5.652802e-05	-683.62695	0.5788027	1.8730569e-05	1143.6288487911224
130	-433.22147	116.824326	-169.04935	-735.4857	79.0	-178.662	89.38531	7.3422737	-320.25256	1310000	0.0049760286	3768.705	-8.177012e-06	-851.4164	0.582672	8.517487e-06	1152.5486319065094
131	-446.81274	107.07352	-142.89952	-682.40283	79.0	-172.56242	89.05801	10.387869	-320.9658	1320000	-0.0064477175	3576.0083	-0.00016143965	-765.9735	0.57045746	7.485006e-06	1161.074209690094
132	-431.2476	104.43433	-167.19365	-632.2419	79.0	-180.3434	88.75638	6.0706434	-321.35205	1330000	-0.008144109	3478.715	-0.000109387096	-530.3672	0.58031434	3.025586e-05	1169.283239364624
