Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
15	-346.5717	72.68926	-178.83371	-528.24036	79.0	-68.198364	18.408241	14.926011	-75.8593	160000	-2.6077032e-08	10875.711	-0.020349786	-528.4971	0.82621044	0.014964295	0.108743496	79.0	75.22064089775085
16	-336.32922	69.94176	-136.56802	-542.3695	79.0	-70.99738	19.462696	20.051744	-79.174126	170000	5.153318e-08	9378.633	-0.020750744	-463.01743	0.78769654	0.012256791	0.11484594	79.0	79.97297620773315
17	-322.79788	72.93542	-179.63724	-527.92377	79.0	-74.28927	19.121353	20.063473	-82.28203	180000	1.3162692e-07	7924.7407	-0.018060261	-387.00522	0.7605285	0.011315483	0.1067427	79.0	83.99731874465942
18	-315.59866	72.49428	-167.87825	-550.70123	79.0	-76.470955	20.532593	17.408646	-85.17299	190000	-6.829699e-09	6947.1055	-0.01946641	-337.02905	0.72642654	0.014815196	0.10914365	73.0	88.38745355606079
19	-288.92313	65.06636	-169.50508	-513.5313	79.0	-77.30724	22.296026	17.762445	-87.855286	200000	-2.4214387e-08	4797.196	-0.019099332	-246.79866	0.70774287	0.011523586	0.11434574	79.0	92.45158410072327
20	-296.65533	73.01979	-164.41942	-538.70135	79.0	-78.40011	22.357243	10.730589	-90.01818	210000	-1.2417634e-08	5352.133	-0.019777657	-292.27905	0.69284934	0.012957965	0.12274909	79.0	96.60420823097229
21	-296.0385	67.92468	-162.55458	-497.82623	79.0	-80.7309	23.36945	14.563496	-92.32251	220000	-2.4835268e-08	5014.2183	-0.019312827	-268.99777	0.65891784	0.012195074	0.10434174	79.0	100.44451713562012
22	-285.9485	69.19248	-154.66867	-501.86115	79.0	-82.218475	24.294945	14.15085	-94.60518	230000	2.9802322e-08	4096.3965	-0.01799995	-214.12288	0.6399004	0.009502103	0.08313326	79.0	105.28105020523071
23	-283.00137	68.277054	-138.82838	-472.6268	79.0	-84.19057	24.416582	13.460037	-96.68463	240000	2.7318796e-08	3878.789	-0.017130261	-214.46211	0.61262506	0.008574717	0.081532605	79.0	109.79619884490967
24	-286.20212	68.92177	-141.59128	-478.3677	79.0	-84.34582	26.529732	16.905792	-98.700714	250000	1.800557e-08	3959.9993	-0.017079325	-238.06824	0.60572857	0.010978926	0.086434565	79.0	114.57220792770386
25	-269.91324	64.46399	-135.14627	-474.30273	79.0	-86.07372	26.851965	21.02322	-100.78446	260000	-4.4703484e-08	3204.9446	-0.01710562	-211.02907	0.58781695	0.011213094	0.08863545	79.0	119.32730340957642
26	-252.67154	59.694218	-133.00671	-445.01978	79.0	-86.11111	27.665064	27.546705	-102.61169	270000	3.3527613e-08	2326.6702	-0.016811883	-169.53119	0.53293616	0.010356077	0.08213285	79.0	123.28383660316467
27	-251.35507	63.79734	-124.31905	-417.18103	79.0	-85.56673	28.719358	24.932093	-104.01582	280000	-4.0978193e-08	2206.7979	-0.017316557	-155.6906	0.53370804	0.009490001	0.08073229	79.0	128.73589181900024
28	-255.55423	67.24405	-145.29764	-502.68396	79.0	-86.22268	30.145754	14.892813	-105.34279	290000	-1.5522042e-08	2482.1926	-0.018075764	-188.20538	0.5083508	0.011453542	0.08283313	79.0	134.30265426635742
29	-237.75458	58.576336	-126.067894	-414.94708	79.0	-86.70648	31.068516	11.876823	-106.79969	300000	-1.2417634e-08	1698.255	-0.015352003	-148.62689	0.4654731	0.009231879	0.06832733	79.0	138.11058020591736
30	-236.22536	64.98972	-109.452286	-465.7257	79.0	-86.50093	30.340853	29.367844	-107.89176	310000	-1.7384687e-08	1966.1368	-0.015530091	-152.61755	0.4600661	0.009622234	0.06632653	79.0	143.28393268585205
31	-225.43611	64.01445	-121.53317	-471.0154	79.0	-86.60462	31.647064	16.38325	-108.96206	320000	4.967054e-09	1782.3105	-0.01563535	-179.84308	0.4556739	0.010371092	0.08373349	79.0	148.49662470817566
32	-240.27756	62.91161	-121.4202	-423.49283	79.0	-86.1684	31.64685	14.706125	-109.884224	330000	-2.3593506e-08	1848.3252	-0.019169794	-160.32526	0.48672155	0.01300161	0.09643858	79.0	153.66054153442383
33	-227.37048	65.14448	-109.41478	-411.0453	79.0	-85.41931	31.965221	7.415142	-111.108116	340000	-1.9868216e-08	1628.7523	-0.015566812	-160.49376	0.42686042	0.008493606	0.07583033	79.0	159.18302941322327
34	-225.13885	54.475685	-135.23624	-391.15228	79.0	-86.60884	32.881073	13.477877	-112.02472	350000	-1.8626451e-09	1392.9459	-0.015276448	-163.80574	0.42881963	0.009974558	0.07242897	79.0	163.86542177200317
35	-233.40219	59.18543	-125.83564	-401.90085	79.0	-86.09663	32.27059	9.689763	-112.848694	360000	1.9868216e-08	1527.6865	-0.015561854	-161.44757	0.4416921	0.011996332	0.08143257	79.0	169.14786553382874
36	-212.88206	57.535717	-111.10489	-370.54074	79.0	-85.64878	33.589222	12.323553	-113.87122	370000	8.692344e-09	1134.0824	-0.016238632	-148.29607	0.3997582	0.010330531	0.075730294	79.0	173.99241399765015
37	-214.11604	62.516403	-110.857605	-383.74164	79.0	-82.2195	34.60414	18.07849	-114.55819	380000	-1.7384687e-08	1349.2397	-0.016394394	-152.47404	0.4001863	0.013762551	0.08433374	79.0	179.16868257522583
38	-204.28938	47.66403	-102.10246	-365.09863	79.0	-81.966446	34.919373	8.400407	-115.2596	390000	-1.4901161e-08	959.06854	-0.016171964	-181.21533	0.4004477	0.011491223	0.07442977	79.0	183.41585898399353
39	-209.2295	53.826008	-113.0584	-369.59784	79.0	-78.57606	33.874783	9.770758	-115.705696	400000	4.967054e-09	1104.159	-0.015602644	-157.02675	0.39079332	0.010600519	0.081932776	79.0	187.6805064678192
40	-204.80522	52.936752	-100.53576	-318.20935	79.0	-80.18147	33.91289	11.745767	-116.22352	410000	4.967054e-09	1092.0481	-0.014262152	-141.40837	0.38278508	0.00679589	0.06652661	79.0	192.7219214439392
41	-198.38982	59.606102	-94.06459	-352.37518	79.0	-81.58728	35.08595	8.951695	-116.70394	420000	2.483527e-09	1193.5814	-0.016375951	-166.55089	0.3836384	0.010615472	0.082633056	79.0	197.1083414554596
42	-196.24779	50.591835	-112.480415	-345.2626	79.0	-78.82488	34.89953	11.15989	-117.15269	430000	1.2417634e-08	1016.0562	-0.015010315	-171.2616	0.37657714	0.007663245	0.06872749	79.0	202.43462538719177
43	-195.61974	63.22127	-88.863884	-452.64597	79.0	-78.29661	34.886246	8.515179	-117.51682	440000	-1.0554989e-08	1318.66	-0.015250422	-132.64233	0.36280465	0.009961295	0.07813125	79.0	207.35189366340637
44	-179.78627	51.431026	-104.69495	-420.9713	79.0	-78.11118	35.945126	16.803482	-117.88519	450000	-9.934108e-09	815.3933	-0.016395045	-155.20036	0.34244695	0.012172726	0.08223289	79.0	212.31557035446167
45	-184.23506	43.341946	-104.72842	-317.57986	79.0	-71.46849	34.357452	11.807988	-117.98525	460000	-1.1175871e-08	707.64655	-0.01500332	-116.26432	0.3524984	0.006707357	0.07182873	79.0	217.7800714969635
46	-176.19672	47.913467	-108.63019	-345.20517	79.0	-75.21661	35.561386	6.98954	-118.218994	470000	-1.4901161e-08	799.76154	-0.015194478	-123.83732	0.32959613	0.009274182	0.06852741	79.0	223.2386829853058
47	-169.22697	47.316364	-94.54992	-341.00644	79.0	-72.54407	34.61209	8.229481	-118.28141	480000	9.934108e-09	743.6302	-0.015943648	-139.42635	0.3035747	0.010178704	0.071428575	79.0	227.86042857170105
48	-170.99733	45.292137	-100.94162	-359.79245	79.0	-68.89016	34.000942	7.025417	-118.29997	490000	0.0	670.7419	-0.015906813	-124.2348	0.3057997	0.01026874	0.07322929	79.0	232.0459349155426
49	-166.31516	41.669106	-97.80127	-290.30902	79.0	-69.86855	33.81195	5.637929	-118.12726	500000	2.483527e-09	627.0948	-0.015113489	-141.95752	0.30581442	0.009955565	0.06792717	79.0	236.70784258842468
50	-169.56253	46.2432	-98.548546	-368.54318	79.0	-68.01301	33.935196	7.3553286	-118.31746	510000	0.0	827.46014	-0.013505106	-159.4089	0.2832464	0.009774695	0.07002801	79.0	242.38725185394287
51	-165.14958	39.65237	-94.336006	-293.13898	79.0	-69.61642	34.41451	6.3265195	-118.35607	520000	-4.967054e-09	609.3663	-0.0139582865	-114.09375	0.28855875	0.008328125	0.06122449	79.0	247.04987788200378
52	-166.01556	45.724762	-104.74926	-312.95795	79.0	-69.26568	34.151463	14.959747	-118.32945	530000	1.3659398e-08	715.48486	-0.014796133	-137.75122	0.27947733	0.01002595	0.07022809	79.0	251.4038908481598
53	-162.74092	43.13884	-100.7409	-310.962	79.0	-67.54788	34.28464	5.2249494	-118.59605	540000	0.0	687.7967	-0.012360343	-122.14629	0.280838	0.007819823	0.06682673	79.0	256.6600639820099
54	-161.3351	41.919685	-97.06786	-274.59998	79.0	-68.83548	33.274273	12.256605	-118.49004	550000	2.483527e-09	605.31433	-0.0153210135	-98.81323	0.27772382	0.009244314	0.072328925	79.0	261.6504509449005
55	-162.8608	46.818058	-95.91714	-338.69598	79.0	-67.69221	32.779404	4.918844	-118.594124	560000	9.934108e-09	703.78564	-0.013931156	-105.52244	0.29465133	0.00882825	0.071428575	79.0	266.9494686126709
56	-165.81384	41.921135	-96.8411	-301.0267	79.0	-67.69782	34.443398	8.846172	-118.556885	570000	-3.7252903e-09	617.24396	-0.014223876	-114.993805	0.2872512	0.007813842	0.06702682	79.0	271.004674911499
57	-158.01962	37.48296	-93.66425	-293.43222	79.0	-67.30375	34.21397	7.4918647	-118.78339	580000	5.5879354e-09	523.2213	-0.0141744865	-102.17222	0.2799572	0.015243123	0.07893157	59.0	274.8406319618225
58	-157.76555	40.71429	-87.255714	-348.6003	79.0	-64.65237	33.424908	7.461069	-118.12598	590000	0.0	587.21906	-0.015274208	-109.33332	0.27627686	0.011320595	0.07883153	79.0	278.78432750701904
59	-148.48087	39.32682	-92.709854	-287.26263	79.0	-65.16653	33.54384	7.517103	-118.32498	600000	6.2088173e-10	545.2292	-0.01407637	-92.31946	0.27705777	0.0042907246	0.07062825	79.0	282.87714314460754
60	-161.30782	43.707146	-86.95457	-326.48175	79.0	-61.272358	31.712755	3.487864	-117.76532	610000	1.9868216e-08	733.93604	-0.014261402	-157.83295	0.28868175	0.008079498	0.06912765	79.0	288.86533641815186
61	-151.90976	45.20313	-83.535515	-330.65695	79.0	-67.94838	33.09686	3.070518	-118.83032	620000	-6.208817e-09	719.2458	-0.012582029	-130.69238	0.26464453	0.008537416	0.060224086	79.0	293.22027373313904
62	-155.51668	41.08571	-96.30538	-354.2956	79.0	-63.880016	32.60969	7.023033	-118.159294	630000	8.692344e-09	609.27997	-0.015288492	-123.73157	0.27647892	0.008079562	0.07342937	79.0	297.7975902557373
63	-162.16602	43.297916	-91.30474	-324.4616	79.0	-65.2612	32.810787	5.6768465	-118.48382	640000	-8.692344e-09	631.6291	-0.0159212	-113.91443	0.2607573	0.013912849	0.08143257	79.0	302.4930889606476
64	-153.60168	40.960327	-93.721664	-294.1127	79.0	-68.22963	34.115036	5.430844	-118.844185	650000	9.934108e-09	595.54834	-0.01442341	-132.73695	0.28166306	0.0069411187	0.06752702	79.0	306.3651533126831
65	-152.43597	40.852898	-92.60052	-296.95645	79.0	-64.68513	32.816696	8.00946	-118.78309	660000	-2.483527e-09	602.1956	-0.015834862	-138.84052	0.27997845	0.009032328	0.06942777	79.0	311.2910490036011
66	-156.25955	37.731155	-96.64423	-268.42764	79.0	-63.464775	31.895124	11.902741	-118.344124	670000	-7.450581e-09	528.32465	-0.016749045	-91.26736	0.2971265	0.011988292	0.08583433	79.0	315.6313624382019
67	-149.43002	35.082966	-88.470924	-253.18106	79.0	-67.29182	33.011543	9.814648	-119.04876	680000	0.0	453.6617	-0.013619768	-109.62046	0.26608333	0.014985699	0.07202881	58.0	319.49673295021057
68	-147.8013	38.296993	-82.75625	-354.5784	79.0	-63.48781	31.230946	3.8409104	-118.15578	690000	-8.692344e-09	484.30798	-0.013845469	-82.62809	0.28393194	0.007639406	0.08093237	79.0	323.36924386024475
69	-151.60686	40.96732	-87.15143	-266.81677	79.0	-60.556873	31.52866	4.4092135	-117.29236	700000	-2.483527e-09	586.7471	-0.01562977	-128.46785	0.2989436	0.011337235	0.07472989	79.0	327.70477390289307
70	-155.4048	42.916325	-87.324234	-309.4057	79.0	-63.393475	32.557976	7.2907667	-117.80755	710000	4.967054e-09	629.2937	-0.014526273	-113.91211	0.31207475	0.0079854345	0.06992797	79.0	331.6933479309082
71	-146.56917	36.389046	-84.33765	-254.63655	79.0	-64.72463	32.751015	6.438879	-118.64701	720000	-4.967054e-09	504.25125	-0.016226334	-153.747	0.29533556	0.010119167	0.075530216	79.0	336.81717228889465
72	-159.05809	44.139145	-81.63949	-303.5078	79.0	-61.347664	31.022442	11.313766	-118.15126	730000	7.450581e-09	701.9493	-0.015837854	-142.45506	0.30165306	0.010669083	0.07372949	79.0	340.8757858276367
73	-148.04002	36.62993	-76.92159	-273.3655	79.0	-66.176895	33.25474	8.316114	-119.016365	740000	-7.450581e-09	486.41196	-0.014305384	-108.71574	0.2882043	0.009612131	0.07382953	79.0	344.84440064430237
74	-143.2908	32.42864	-96.73877	-242.3656	79.0	-62.341667	32.109505	17.038998	-117.017105	750000	1.2417634e-08	418.66675	-0.01631956	-89.919044	0.2917082	0.009785072	0.07452981	79.0	348.6860783100128
75	-150.88158	38.06586	-76.60888	-249.43427	79.0	-60.50989	30.376368	8.353938	-112.33376	760000	1.2417635e-09	525.5686	-0.015556199	-95.61993	0.30685836	0.010387205	0.07693077	79.0	354.4480330944061
76	-143.61862	35.320118	-78.96582	-283.11346	79.0	-62.5299	32.43388	3.9678042	-117.99756	770000	-9.934108e-09	465.34952	-0.016637975	-112.95341	0.30021888	0.011783292	0.08913565	79.0	359.40817856788635
77	-148.2886	43.089405	-87.99327	-299.6121	79.0	-59.737244	31.107199	5.8565426	-115.8537	780000	-3.7252903e-09	577.84296	-0.017143859	-118.35929	0.30486158	0.010865614	0.084133655	79.0	364.01318311691284
78	-149.12675	35.887863	-86.42211	-304.95242	79.0	-61.906864	32.08852	7.0051107	-118.570526	790000	7.450581e-09	527.15704	-0.016000267	-122.49555	0.3140806	0.008563344	0.08253301	79.0	368.3736538887024
79	-151.00998	43.104404	-73.027855	-322.51257	79.0	-63.41225	31.337059	3.205442	-118.324	800000	-2.483527e-09	650.674	-0.016218312	-146.40404	0.30989864	0.0126393335	0.08103242	79.0	372.85848236083984
80	-143.79367	37.727665	-81.59539	-288.26425	79.0	-63.85921	31.948776	18.114979	-118.83994	810000	-2.483527e-09	525.0754	-0.017171646	-139.68678	0.31078407	0.010396515	0.07833133	79.0	377.1079070568085
81	-153.93929	43.958923	-84.800354	-304.1788	79.0	-61.362225	30.48535	12.266041	-117.878204	820000	1.2417634e-08	679.4375	-0.015971981	-152.18759	0.31755397	0.008528425	0.08383354	79.0	382.39184856414795
82	-144.17426	34.973896	-77.54487	-268.9079	79.0	-65.595566	32.913723	11.680334	-118.69561	830000	0.0	462.5909	-0.018379455	-98.253975	0.31508717	0.015110676	0.09743897	72.0	387.2153842449188
83	-149.88042	40.055252	-93.760994	-310.30212	79.0	-60.98245	29.851519	6.714963	-114.73141	840000	-1.4901161e-08	610.51807	-0.016312549	-123.54801	0.3259517	0.008686177	0.07482993	79.0	391.6879665851593
84	-144.49574	44.09174	-79.63282	-310.5335	79.0	-63.459347	32.59398	3.919215	-119.475266	850000	-4.967054e-09	651.2885	-0.0165341	-133.41248	0.32484677	0.0136425905	0.08593438	79.0	397.24347376823425
85	-146.38089	41.645264	-90.1385	-297.52817	79.0	-62.855362	32.13921	6.664204	-119.61902	860000	-9.934108e-09	623.2822	-0.017969439	-108.53446	0.3372458	0.012449508	0.101040415	79.0	401.48865485191345
86	-142.48752	39.665314	-85.655045	-301.45538	79.0	-62.172012	30.257425	10.847964	-117.14504	870000	-2.2351742e-08	492.39786	-0.016832428	-69.12843	0.3339161	0.009496176	0.0852341	79.0	405.2705626487732
87	-144.65437	40.051945	-87.163574	-279.9253	79.0	-60.15143	30.232359	2.2232616	-114.06632	880000	-4.967054e-09	573.0974	-0.017300682	-76.253136	0.33195192	0.008454177	0.09743897	79.0	408.9755685329437
88	-141.90303	39.17496	-79.40051	-279.82645	79.0	-60.70487	30.998184	5.3540015	-111.02762	890000	7.450581e-09	531.0234	-0.017002052	-78.288734	0.33939776	0.011075046	0.084233694	79.0	413.0881485939026
89	-145.90115	41.525017	-74.16934	-298.62674	79.0	-60.53954	30.22284	1.9515212	-115.604485	900000	-2.483527e-09	552.0787	-0.016518736	-109.8862	0.3094981	0.010656238	0.07843137	79.0	417.04388999938965
90	-140.42323	38.478844	-78.44767	-259.1032	79.0	-61.188683	32.17538	1.8480538	-120.27226	910000	1.3659398e-08	447.48453	-0.01794534	-75.629425	0.3367206	0.007846021	0.089835934	79.0	421.6116282939911
91	-141.95517	35.270653	-74.08307	-231.41193	79.0	-60.70195	32.23901	4.697359	-119.82218	920000	5.5879354e-09	477.3541	-0.018165743	-107.00913	0.32600054	0.010669659	0.09413766	79.0	426.6331264972687
92	-148.5358	43.07572	-81.543144	-278.5932	79.0	-59.789852	30.499765	0.9759059	-112.536156	930000	0.0	648.94196	-0.01772864	-117.20112	0.32907566	0.010340354	0.09523809	79.0	430.76733350753784
93	-151.42963	41.41931	-87.76614	-282.69205	79.0	-62.232662	31.623592	4.2328305	-117.63165	940000	-1.2417634e-08	648.63086	-0.017781219	-108.553154	0.34181198	0.011218272	0.09013605	79.0	435.14819407463074
94	-143.55103	42.169563	-85.44448	-290.58286	79.0	-64.115295	31.465912	0.28193557	-114.92655	950000	7.450581e-09	644.52606	-0.018434484	-113.15464	0.3306578	0.011182358	0.092637055	79.0	438.9214026927948
95	-145.40985	36.7103	-73.14112	-255.65012	79.0	-60.235794	30.834213	5.628249	-113.38569	960000	1.4901161e-08	493.76456	-0.017180575	-89.90493	0.3460475	0.013112611	0.09693878	79.0	442.62752628326416
96	-146.75883	38.019646	-85.738594	-299.29147	79.0	-62.009567	31.56664	9.390108	-116.52717	970000	-1.9868216e-08	542.4211	-0.01833932	-101.91401	0.33495545	0.011299151	0.094037615	79.0	447.2001414299011
97	-145.72891	37.915783	-76.45319	-276.5119	79.0	-62.26887	31.462112	0.90065396	-118.40902	980000	-1.6142925e-08	522.6299	-0.016906602	-85.13711	0.3297905	0.007861835	0.085434176	79.0	452.49331879615784
98	-138.69771	35.319225	-77.0453	-256.45422	79.0	-60.534058	32.542797	6.029291	-115.66209	990000	-7.450581e-09	434.90198	-0.018384164	-83.14861	0.33715317	0.011351322	0.09063625	79.0	456.9797418117523
99	-139.65591	40.0558	-81.246796	-292.84512	79.0	-59.089287	30.418447	4.124811	-114.73991	1000000	9.934108e-09	528.7411	-0.018413907	-117.725	0.32809326	0.010789756	0.09553822	79.0	462.15726351737976
100	-143.18742	44.529373	-79.883026	-311.73468	79.0	-59.148148	31.426987	3.5929422	-115.566895	1010000	-1.2417634e-08	711.2398	-0.015842393	-142.30202	0.30985987	0.00942845	0.08383354	79.0	466.1936044692993
101	-140.33	43.541424	-79.533264	-364.85168	79.0	-61.08896	31.009699	5.2271733	-113.73348	1020000	1.4901161e-08	643.6421	-0.016449183	-138.73822	0.34251538	0.0060359403	0.08623449	79.0	470.6433367729187
102	-143.63252	44.66566	-76.31242	-364.98874	79.0	-58.79483	29.974974	4.6407685	-118.14584	1030000	-2.483527e-09	681.707	-0.018610781	-144.8634	0.32595977	0.011239875	0.08923569	79.0	475.37641763687134
103	-134.22739	36.88238	-82.709885	-292.5728	79.0	-60.083946	30.639204	3.603817	-118.7662	1040000	2.483527e-09	469.1377	-0.018761612	-120.199196	0.3287749	0.014198386	0.102440976	79.0	479.5837457180023
104	-142.46364	38.41045	-80.047516	-264.95557	79.0	-56.69364	29.47248	1.7333833	-117.47573	1050000	-4.967054e-09	588.24396	-0.017965551	-127.50512	0.32420227	0.009348086	0.08603442	79.0	484.0925643444061
105	-134.49074	34.198437	-80.71061	-239.24582	79.0	-60.31577	30.870333	3.6907468	-121.04767	1060000	1.2417634e-08	440.84854	-0.017144457	-101.195274	0.3342432	0.011157098	0.084033616	79.0	488.9942297935486
106	-133.79077	37.519894	-78.707954	-271.1215	79.0	-57.518024	29.051634	3.745328	-110.65269	1070000	0.0	441.5209	-0.016822578	-61.60411	0.31089285	0.014631227	0.09953982	58.0	494.1463747024536
107	-137.32936	34.529263	-71.17678	-222.3226	79.0	-56.31805	28.969423	2.589253	-113.21053	1080000	1.2417635e-09	435.6167	-0.01734007	-91.809044	0.32699773	0.0111210495	0.091436565	79.0	497.81912994384766
108	-135.41985	34.66711	-73.846565	-230.74043	79.0	-56.323616	30.737144	5.58146	-117.41587	1090000	4.967054e-09	429.6593	-0.01594901	-70.57286	0.33329913	0.0101788035	0.084233694	79.0	501.691565990448
109	-137.46257	49.79791	-73.34518	-521.46576	79.0	-56.22067	30.351986	5.091524	-116.80014	1100000	7.450581e-09	790.2246	-0.0159789	-213.6029	0.32004982	0.009163243	0.08243298	79.0	505.4831807613373
110	-140.2521	38.539505	-66.62827	-277.795	79.0	-55.86954	30.234955	2.8879275	-122.37249	1110000	-7.450581e-09	541.23615	-0.01837041	-94.704834	0.33040217	0.013690242	0.09583833	79.0	509.19698214530945
111	-138.71709	37.368225	-87.86823	-284.99606	79.0	-59.638485	30.115118	1.7671622	-122.48328	1120000	3.7252903e-09	460.30054	-0.016903726	-66.45562	0.3330589	0.010659815	0.08263305	79.0	513.5104942321777
112	-141.59373	41.591225	-68.708595	-285.26608	79.0	-57.434963	30.215828	4.042698	-110.83666	1130000	0.0	645.53076	-0.018227436	-128.86652	0.3317913	0.013603829	0.08233293	79.0	517.8082873821259
113	-140.41171	37.55098	-75.5733	-271.9628	79.0	-60.66032	32.55195	3.7596946	-118.51127	1140000	4.967054e-09	564.48016	-0.016784003	-119.822876	0.32775816	0.011039437	0.09073629	79.0	522.4160535335541
114	-136.42311	42.323387	-72.48996	-280.6926	79.0	-60.21046	30.693624	1.9259925	-112.91025	1150000	-2.7318796e-08	649.7329	-0.01879662	-124.397675	0.3420081	0.012483406	0.09633853	79.0	527.7560176849365
115	-133.02844	34.83632	-79.66914	-253.6457	79.0	-56.6639	30.223938	13.785567	-114.36875	1160000	-1.1796753e-08	444.0416	-0.01852016	-71.69952	0.3368356	0.01034001	0.09473789	79.0	533.3792366981506
116	-132.21992	38.063145	-77.21949	-271.46655	79.0	-55.01373	29.382023	3.8598356	-110.10558	1170000	-4.967054e-09	477.3258	-0.019006485	-56.38892	0.3417879	0.0085289255	0.09233693	79.0	538.1701362133026
117	-145.13269	49.24379	-63.860046	-327.31512	79.0	-56.056065	29.137255	4.6759963	-116.093666	1180000	7.450581e-09	779.0625	-0.017722713	-151.07094	0.3367999	0.013058528	0.093937576	79.0	542.3842761516571
118	-134.4197	38.33977	-73.0094	-257.1766	79.0	-60.196342	31.166697	0.98896444	-120.266136	1190000	1.2417634e-08	585.45044	-0.018210026	-134.16669	0.33613077	0.010904759	0.095938385	79.0	546.7076959609985
119	-141.16043	40.018784	-72.63363	-289.36148	79.0	-56.95922	30.91959	4.055063	-118.784256	1200000	-4.967054e-09	582.59784	-0.018360281	-130.95619	0.3525649	0.011176565	0.09353742	79.0	550.7196898460388
120	-130.98819	34.405968	-78.1629	-239.9835	79.0	-59.309856	30.653557	8.974141	-122.818344	1210000	-2.483527e-09	497.79956	-0.018248001	-98.1782	0.33588648	0.012996293	0.08763506	79.0	557.3564310073853
121	-134.79318	44.83417	-75.269684	-330.86707	79.0	-55.755116	27.406597	2.8839006	-114.66484	1220000	-4.346172e-09	630.70416	-0.017043136	-91.401886	0.33019757	0.0071230237	0.08093237	79.0	562.2705571651459
122	-137.73438	38.277317	-78.13538	-306.07413	79.0	-56.44908	29.079754	7.890069	-117.087296	1230000	9.934108e-09	546.1691	-0.01735563	-76.42155	0.34551358	0.010384559	0.09573829	79.0	567.8420660495758
